@relation singe_mother_family_test_predicted

@attribute ﻿random_ID numeric
@attribute NZDep2006 numeric
@attribute ch_asian numeric
@attribute ch_euro numeric
@attribute ch_maori numeric
@attribute ch_melaa numeric
@attribute ch_other numeric
@attribute ch_pacific numeric
@attribute m_age numeric
@attribute m_asian numeric
@attribute m_euro numeric
@attribute m_maori numeric
@attribute m_melaa numeric
@attribute m_other numeric
@attribute m_pacific numeric
@attribute m_wklfs_code numeric
@attribute bedroom_count_code numeric
@attribute m_years_at_addr_code numeric
@attribute m_tenure_holder_code numeric
@attribute m_education numeric
@attribute m_work_hours numeric
@attribute m_smoke numeric
@attribute m_income_srce7 numeric
@attribute m_income_srce8 numeric
@attribute m_income_srce9 numeric
@attribute m_income_srce10 numeric
@attribute m_income_srce11 numeric
@attribute m_income_srce12 numeric
@attribute ch_sex numeric
@attribute child_depend_family_type_code numeric
@attribute heat_fuel numeric
@attribute m_family_role_code numeric
@attribute telecomm1_code numeric
@attribute telecomm2_code numeric
@attribute telecomm4_code numeric
@attribute usual_resdnt_count_code numeric
@attribute twin numeric
@attribute singparstat numeric
@attribute 'prediction margin' numeric
@attribute 'predicted total_income_hhld_code' {1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute total_income_hhld_code {1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
6423,10,0,0,1,0,0,0,36,0,0,1,0,0,0,4,3,20,2,1,0,1,0,0,1,1,0,0,2,31,1,1,99,2,99,8,1,2,-0.2,13,?
6431,10,0,1,1,0,0,0,34,0,1,?,0,0,0,4,3,0,2,?,0,?,0,0,0,0,0,0,1,31,1,1,99,2,99,4,1,2,-0.244211,6,?
6435,10,0,0,1,0,0,0,24,0,0,1,0,0,0,4,3,?,2,0,0,1,0,0,1,0,0,0,1,31,1,1,99,99,99,7,1,2,-0.18104,11,?
6442,9,0,0,0,0,0,0,28,0,0,0,0,1,0,4,4,6,2,0,0,3,0,0,0,0,0,0,1,31,1,1,99,2,99,5,2,2,-0.21,13,?
6449,8,0,1,0,0,0,0,34,0,1,0,0,0,0,4,3,0,2,2,0,2,0,0,0,0,1,0,1,33,1,1,1,2,4,4,1,2,-0.19,6,?
6452,10,0,1,0,0,0,0,19,0,1,0,0,0,0,4,3,0,2,0,0,1,0,0,1,0,0,1,2,31,1,1,1,2,4,3,1,2,-0.15,12,?
6459,5,0,1,1,0,0,0,24,0,1,0,0,0,0,2,4,0,2,1,0,3,0,0,0,0,0,0,2,31,1,1,1,2,4,5,1,2,-0.18,7,?
6467,8,0,1,0,0,0,0,19,0,1,0,0,0,0,4,4,22,2,0,0,1,1,1,1,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.29,14,?
6499,8,0,0,0,0,1,0,19,0,0,0,0,1,0,3,3,0,2,2,6,1,0,0,0,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.17,6,?
6503,4,0,1,0,0,0,1,19,0,1,0,0,0,0,4,2,0,2,1,0,3,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.29,7,?
6512,9,0,0,1,0,0,1,31,0,0,1,0,0,0,4,3,3,2,2,0,3,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.23,5,?
6513,10,0,0,1,0,0,0,18,0,0,1,0,0,0,4,3,0,2,0,0,1,0,0,1,0,0,0,1,31,1,1,1,99,99,6,1,2,-0.33,7,?
6520,7,0,1,0,0,0,0,21,0,1,0,0,0,0,4,3,0,2,11,0,3,1,0,1,0,0,0,2,31,1,1,99,2,99,3,1,2,-0.12,12,?
6524,7,0,1,1,0,0,0,18,0,1,1,0,0,0,4,5,18,2,3,0,2,0,0,1,0,0,0,2,31,1,1,1,2,4,6,1,2,-0.4,14,?
6530,6,0,1,0,0,0,0,32,0,1,0,0,0,0,1,4,0,2,11,40,2,0,0,0,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.22,13,?
6545,4,0,1,1,0,0,0,22,0,1,0,0,0,0,4,3,0,2,?,0,1,0,0,0,0,0,0,2,31,1,1,1,2,99,3,1,2,-0.217402,6,?
6547,4,0,1,1,0,0,1,18,0,1,1,0,0,1,2,4,5,2,6,24,1,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.17,7,?
6556,6,0,1,0,0,0,0,34,0,?,?,0,0,0,?,3,?,2,1,0,?,0,0,0,0,0,0,1,31,1,1,1,2,4,2,1,2,-0.248468,6,?
6558,8,0,0,0,0,0,0,27,?,0,?,?,0,0,4,3,?,2,7,0,2,0,0,0,0,0,0,1,31,1,11,1,2,4,3,1,2,-0.209042,6,?
6574,10,0,1,1,0,0,0,23,0,1,0,0,0,0,4,3,0,2,1,0,1,0,0,0,0,0,0,2,31,1,1,99,99,99,3,1,2,-0.34,6,?
6575,5,0,1,1,0,0,0,20,0,1,0,0,0,0,2,2,1,2,6,20,1,0,0,0,0,0,0,1,31,1,1,1,2,99,2,1,2,-0.28,7,?
6588,10,0,0,1,0,0,1,22,0,0,1,0,0,1,4,3,0,2,0,0,1,1,0,1,0,0,0,2,31,1,1,99,2,99,5,1,2,-0.23,14,?
6621,9,0,0,0,0,0,1,24,?,0,?,0,0,?,3,2,?,2,?,0,1,0,0,0,0,0,0,1,31,?,1,1,99,99,3,1,2,-0.233709,6,?
6654,10,0,1,0,0,0,0,30,0,1,0,0,0,0,4,3,0,2,1,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,3,1,2,-0.44,6,?
6660,10,0,0,0,0,1,0,36,0,0,0,0,1,0,4,3,0,2,13,0,2,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.2,7,?
6667,6,0,1,0,0,0,0,19,0,1,0,0,0,0,4,2,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,2,99,2,1,2,-0.47,7,?
6668,4,0,1,0,0,0,0,30,0,1,0,0,0,0,4,4,0,2,?,0,?,0,0,0,0,0,0,2,31,1,1,1,2,99,3,1,2,-0.18067,6,?
6671,10,0,0,0,0,0,1,20,0,0,0,0,0,1,4,3,11,2,?,0,1,0,1,0,1,0,0,2,31,1,1,1,2,4,6,1,2,-0.269561,13,?
6675,6,0,1,0,0,0,0,31,0,1,0,0,?,0,?,3,6,1,2,0,2,0,0,0,0,0,0,1,31,1,11,1,2,4,3,1,2,-0.197025,5,?
6680,8,0,0,0,0,1,0,18,0,0,0,0,1,0,4,4,1,2,2,0,3,0,0,0,0,0,0,2,31,1,1,1,2,4,5,1,2,-0.24,14,?
6686,9,0,1,0,0,0,0,36,0,1,0,0,0,0,4,3,3,2,0,0,1,0,0,0,0,0,0,2,31,1,1,99,2,99,6,1,2,-0.2,5,?
6692,8,0,1,0,0,0,1,18,0,1,0,0,0,0,4,3,11,2,1,0,2,0,1,0,0,0,0,2,31,1,1,1,2,4,3,1,2,-0.2,13,?
6700,10,0,0,1,0,0,0,24,0,0,1,0,0,0,4,2,0,2,1,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,3,1,2,-0.26,6,?
6703,8,0,1,1,0,0,1,20,0,1,1,0,0,0,1,3,0,2,3,30,3,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.22,9,?
6713,10,0,0,0,0,1,0,32,0,0,0,1,1,0,4,2,1,2,?,0,3,0,0,0,0,0,0,2,31,1,1,99,2,99,3,1,2,-0.247074,5,?
6720,6,1,0,0,0,0,0,33,1,0,0,0,0,0,4,5,0,2,?,0,3,0,0,0,0,0,1,1,31,1,1,1,2,4,4,1,2,-0.267413,14,?
6729,4,0,0,1,0,0,1,30,0,0,0,0,0,1,3,3,4,2,1,0,3,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.19,4,?
6739,10,0,1,1,0,0,0,22,0,1,1,0,0,0,4,3,1,2,?,0,2,1,1,1,0,0,0,2,31,1,1,1,2,99,9,1,2,-0.297508,13,?
6748,5,1,1,1,1,0,0,22,1,1,0,0,0,0,4,2,1,2,?,0,3,0,0,0,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.170754,9,?
6762,7,0,0,0,0,1,0,32,0,?,0,0,1,?,4,3,1,?,2,0,?,0,0,0,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.263249,5,?
6776,5,0,1,0,0,0,0,24,0,1,0,0,0,0,4,3,0,2,?,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.371452,6,?
6791,10,0,1,1,0,0,0,33,?,0,1,0,?,?,1,3,?,2,?,0,?,0,0,0,0,0,0,2,31,1,11,1,99,99,5,1,2,-0.197005,7,?
6808,4,0,1,0,0,0,0,26,0,1,0,0,0,0,4,2,0,2,?,0,1,0,0,0,0,0,0,1,31,0,1,1,2,4,3,1,2,-0.226954,6,?
6817,8,0,0,0,0,1,0,22,0,0,0,0,1,0,4,3,0,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,4,1,2,-0.19,7,?
6823,5,0,0,0,0,0,0,17,0,1,0,0,0,0,4,4,0,2,1,0,2,0,1,0,0,0,0,1,31,1,1,1,2,99,3,1,2,-0.18,5,?
6829,10,0,0,0,0,1,0,32,0,0,0,0,1,0,3,2,2,2,1,0,1,0,0,0,0,0,0,2,31,1,1,99,99,99,2,1,2,-0.26,5,?
6830,7,0,0,0,0,0,0,18,0,0,1,0,0,0,4,2,0,2,0,0,1,0,0,0,0,0,0,2,31,0,1,1,99,99,3,2,2,-0.24,7,?
6831,9,0,1,1,0,0,0,21,0,1,1,0,0,0,4,3,0,2,0,0,?,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.20395,4,?
6842,8,0,1,0,0,0,0,25,0,1,0,0,0,0,3,3,1,2,2,0,3,0,0,0,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.17,10,?
6850,9,0,1,0,0,0,0,26,0,1,0,0,0,0,4,2,1,2,?,0,1,0,0,0,0,0,0,1,31,1,1,99,99,99,2,1,2,-0.312788,5,?
6874,8,0,0,1,0,0,0,27,0,0,1,0,0,0,3,3,1,2,0,0,3,0,0,0,0,0,0,2,31,1,1,1,2,99,3,1,2,-0.22,6,?
6898,6,0,1,0,0,0,0,28,0,?,0,0,0,?,?,3,?,2,1,0,2,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.173944,5,?
6905,10,0,0,1,0,0,1,20,0,0,1,0,0,0,4,4,0,2,?,0,1,0,0,1,0,0,0,2,31,1,1,99,99,99,5,1,2,-0.162689,13,?
6913,7,0,0,0,0,1,0,27,0,1,0,0,0,0,4,2,1,2,1,0,2,0,0,0,0,0,0,1,31,1,1,1,2,99,2,1,2,-0.23,5,?
6915,4,0,0,1,0,0,0,27,0,0,1,0,0,0,4,2,1,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,3,1,2,-0.26,6,?
6919,8,0,0,1,0,0,0,31,0,0,1,0,0,0,4,2,?,2,?,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,3,1,2,-0.316729,6,?
6921,8,0,1,0,0,0,1,32,0,0,0,0,0,1,4,2,4,?,?,0,3,0,0,0,0,0,0,2,31,1,1,1,99,99,3,1,2,-0.197994,5,?
6933,4,0,0,1,0,0,0,43,0,0,1,0,0,0,1,2,4,2,10,43,3,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.13,7,?
6938,8,0,1,0,0,0,0,23,0,1,0,?,0,0,?,4,0,1,1,0,?,0,0,0,0,0,0,2,31,1,11,1,2,4,3,1,2,-0.18093,5,?
6940,9,0,0,1,0,0,0,30,0,0,1,0,0,0,4,3,2,2,?,0,1,0,0,1,0,0,0,2,31,1,1,1,2,99,4,1,2,-0.189597,12,?
6942,9,0,0,0,0,0,1,29,0,0,0,0,0,1,4,2,1,2,?,0,?,0,0,0,0,0,0,2,31,1,1,1,99,99,4,1,2,-0.237225,6,?
6946,9,0,1,0,0,0,0,17,0,1,0,0,0,0,2,5,0,2,0,5,1,0,0,1,0,0,1,2,31,1,1,1,99,99,7,1,2,-0.22,12,?
6947,8,0,1,0,0,0,0,37,0,1,0,0,0,0,4,3,0,2,2,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.18,6,?
6949,5,0,0,1,0,0,0,31,0,0,1,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,4,1,2,-0.24,7,?
6971,6,0,1,0,0,1,0,38,0,1,1,0,1,0,1,?,0,2,2,42,3,0,0,0,0,0,0,2,31,0,1,99,2,99,4,1,2,-0.200211,7,?
7018,7,0,0,0,0,1,0,22,0,1,0,0,0,0,4,4,?,2,0,0,2,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.189719,14,?
7023,10,0,0,0,0,0,1,31,0,0,0,0,0,1,1,2,0,2,0,?,2,0,0,0,0,0,0,1,31,?,1,1,2,99,4,1,2,-0.293443,6,?
7047,9,0,1,1,0,0,0,26,0,1,0,0,0,0,4,2,0,2,0,0,2,0,0,0,0,0,0,1,31,1,1,1,99,99,3,1,2,-0.27,5,?
7048,6,0,1,0,0,0,0,23,0,1,0,0,0,0,4,2,0,2,1,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,5,2,2,-0.27,7,?
7066,10,0,1,0,0,0,0,17,0,1,0,0,0,0,4,3,2,2,2,0,3,0,0,0,0,0,0,2,31,1,1,1,2,4,5,1,2,-0.16,14,?
7081,10,0,0,1,0,0,1,23,0,0,1,0,0,0,4,2,1,2,0,0,3,0,0,0,0,0,0,2,31,1,1,99,99,99,4,1,2,-0.17,6,?
7089,9,0,0,1,0,0,1,22,0,0,1,0,0,0,4,2,0,2,?,0,2,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.199533,6,?
7095,9,0,0,0,0,0,1,24,0,0,0,0,0,1,4,1,0,1,4,0,3,0,0,0,0,0,0,2,31,1,1,99,2,99,3,1,2,-0.17,7,?
7097,4,0,1,0,0,0,0,37,0,1,0,0,0,0,4,3,2,2,?,0,1,0,0,1,0,0,0,2,31,1,1,1,99,99,4,1,2,-0.235414,11,?
7098,10,0,1,0,0,0,0,20,0,1,0,0,0,0,4,2,0,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,2,4,2,1,2,-0.4,8,?
7103,10,0,0,1,0,0,0,26,0,0,1,0,0,0,4,3,0,2,3,0,3,1,0,1,1,0,0,1,31,1,1,1,2,4,8,1,2,-0.24,12,?
7106,10,0,1,1,0,0,0,18,0,1,1,0,0,0,2,3,0,2,?,0,1,0,1,1,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.179943,13,?
7108,6,0,1,0,0,0,1,31,0,1,0,0,0,0,4,3,0,2,5,0,2,0,0,0,0,0,0,1,31,1,1,1,2,4,4,1,2,-0.17,5,?
7117,7,0,1,0,0,0,0,36,0,1,0,0,0,0,4,2,0,2,11,0,1,0,0,0,0,0,0,1,31,1,1,1,2,99,3,1,2,-0.27,7,?
7119,5,0,1,1,0,0,0,32,0,1,0,0,0,0,4,3,1,2,1,0,1,0,0,1,0,0,0,1,31,1,1,1,2,99,3,1,2,-0.24,11,?
7120,10,0,0,1,0,0,0,25,0,0,1,0,0,0,1,3,0,2,11,45,2,0,0,0,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.16,6,?
7129,6,1,0,0,0,0,0,36,1,0,0,0,0,0,1,4,5,1,?,?,?,0,0,0,0,0,0,1,31,1,1,1,2,99,8,1,2,-0.207206,13,?
7130,4,0,1,0,0,0,0,34,0,1,0,?,0,?,?,3,2,1,?,0,?,0,0,0,0,0,0,1,31,1,1,1,2,4,3,1,2,-0.212089,6,?
7145,2,0,0,0,0,1,0,28,0,0,0,0,1,0,4,3,0,2,1,0,1,0,1,0,0,0,1,2,33,1,1,1,2,4,5,1,2,-0.36,14,?
7147,5,0,0,1,0,0,0,19,0,0,1,0,0,0,3,3,3,2,2,0,1,0,0,1,0,0,0,1,31,1,1,1,2,4,5,1,2,-0.36,14,?
7152,10,0,0,0,0,0,0,44,?,1,0,0,0,0,2,3,20,2,8,8,1,0,0,1,0,0,0,2,31,1,1,1,99,99,6,2,2,-0.199461,12,?
7160,5,0,1,0,0,0,0,29,0,1,0,0,0,0,1,?,7,?,2,0,2,0,0,0,0,0,0,2,31,?,1,99,99,99,2,1,2,-0.189919,5,?
7161,7,0,0,1,0,0,0,64,0,0,1,0,0,0,4,4,?,1,0,0,3,0,0,0,0,0,0,1,33,?,11,99,2,99,3,1,2,-0.151136,5,?
7166,9,0,0,1,0,0,0,36,0,?,1,0,?,0,4,3,3,2,?,0,?,0,0,0,0,0,0,1,33,1,1,1,99,99,4,1,2,-0.291826,4,?
7175,6,0,1,0,0,0,0,22,0,1,0,0,0,0,4,2,2,2,1,0,2,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.21,5,?
7182,9,0,0,0,0,0,1,28,0,0,0,0,0,1,4,3,0,2,7,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,5,1,2,-0.22,6,?
7201,10,0,0,0,0,0,0,40,0,1,1,0,0,0,4,3,2,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,6,2,2,-0.18,5,?
7202,10,0,0,1,0,0,0,27,0,0,1,0,0,0,3,3,1,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.23,8,?
7214,8,0,0,1,0,0,0,35,0,0,1,0,0,0,4,3,0,2,0,0,2,0,0,1,0,0,0,1,31,1,1,1,2,99,7,1,2,-0.22,12,?
7218,7,1,1,1,0,0,0,18,0,1,1,0,0,0,4,3,0,2,0,0,2,0,0,0,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.18,9,?
7223,2,0,1,0,0,0,0,24,0,1,0,0,0,0,4,3,0,2,1,0,1,0,0,1,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.25,14,?
7226,10,0,1,1,0,0,0,20,0,1,1,0,0,0,4,3,1,2,0,0,1,0,0,0,0,0,1,2,31,1,1,1,99,99,4,1,2,-0.15,12,?
7243,9,0,1,0,0,0,0,23,0,1,0,0,0,0,4,3,4,2,11,0,2,0,0,0,0,0,0,1,31,1,1,1,2,99,4,1,2,-0.32,8,?
7256,10,0,0,1,0,0,0,24,0,0,0,0,0,0,4,2,0,2,?,0,3,1,1,1,1,0,0,2,31,1,1,1,99,99,3,1,2,-0.201662,7,?
7262,6,0,1,1,0,0,0,26,0,1,1,0,0,0,4,3,12,2,7,0,?,0,0,1,0,0,0,1,31,1,1,1,2,99,4,1,2,-0.209462,13,?
7264,8,0,1,0,0,0,0,22,0,1,0,0,0,0,4,3,0,2,8,0,2,0,0,1,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.27,14,?
7292,3,0,1,0,0,0,0,32,0,1,0,0,0,0,4,2,1,2,7,0,1,0,0,0,0,0,0,2,31,1,1,1,2,4,3,1,2,-0.19,6,?
7298,7,0,1,0,0,0,0,22,0,1,0,0,0,0,4,5,10,2,1,0,3,0,1,0,0,0,1,2,31,1,1,1,2,4,6,1,2,-0.4,14,?
7309,10,0,1,1,0,0,0,22,0,1,1,0,0,0,4,3,0,2,0,0,2,0,0,0,0,0,0,2,31,1,1,1,99,99,4,1,2,-0.19,6,?
7315,10,0,0,1,0,0,0,28,0,0,1,0,?,0,?,3,?,2,6,0,?,0,0,0,0,0,0,2,31,1,1,1,99,4,5,1,2,-0.20212,7,?
7317,8,0,1,0,0,0,0,19,0,1,0,0,0,0,4,3,0,2,?,0,1,0,0,0,0,0,0,1,31,1,1,1,2,99,2,1,2,-0.214632,7,?
7332,10,0,1,0,0,0,0,24,0,1,0,0,0,0,4,3,2,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.32,5,?
7353,10,0,0,1,0,0,0,21,0,0,1,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,1,31,?,1,99,99,99,3,1,2,-0.30034,6,?
7358,6,0,0,1,0,0,0,24,0,0,1,0,0,0,4,4,6,?,0,0,1,0,0,1,0,0,0,2,31,0,1,99,99,99,4,1,2,-0.27414,11,?
7374,4,0,1,0,0,0,0,30,0,1,0,0,0,0,4,2,0,2,1,0,1,0,0,0,0,0,0,2,31,1,1,1,2,4,2,1,2,-0.2,6,?
7387,9,0,0,1,0,0,0,23,0,0,1,0,0,0,2,3,0,2,9,25,1,0,0,1,0,0,0,2,31,1,1,99,2,4,4,1,2,-0.22,14,?
7391,9,0,0,1,0,0,0,25,0,0,1,0,0,0,4,3,0,2,1,0,1,0,0,0,0,0,0,1,31,1,1,99,2,99,3,1,2,-0.26,6,?
7400,10,0,1,0,0,0,1,23,0,0,0,0,0,1,4,3,11,2,8,0,1,0,1,0,0,0,1,2,31,1,1,1,2,99,8,2,2,-0.35,14,?
7401,8,0,1,0,0,0,0,24,0,1,0,0,0,0,4,3,1,2,8,0,3,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.28,7,?
7407,6,0,0,0,0,0,1,23,0,0,0,0,0,1,4,5,6,2,?,0,3,0,1,1,0,0,0,2,31,0,1,1,2,99,9,1,2,-0.575685,14,?
7412,4,0,1,1,0,0,0,31,0,1,0,0,0,0,4,5,1,2,9,0,2,0,0,0,0,0,0,2,31,1,1,1,2,99,4,1,2,-0.21,7,?
7415,10,0,0,0,0,0,1,36,0,0,0,0,0,1,4,6,4,2,1,0,2,0,0,1,0,0,1,2,31,1,1,99,2,99,10,1,2,-0.31,14,?
7428,3,0,1,0,0,0,0,27,0,1,0,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,2,99,4,1,2,-0.23,7,?
7439,7,0,1,1,0,0,0,24,0,1,0,0,0,0,4,4,2,1,?,0,3,0,0,0,0,0,0,2,31,1,1,1,2,4,4,1,2,-0.240326,5,?
7463,9,0,1,0,0,0,0,29,0,1,0,0,0,0,4,3,1,2,0,0,2,0,0,0,0,0,0,2,31,1,1,1,99,99,5,1,2,-0.34,7,?
7465,8,0,1,1,0,0,1,22,0,0,1,0,0,0,4,4,7,2,1,0,?,0,0,0,0,0,0,1,31,1,1,1,2,4,6,1,2,-0.234872,14,?
7468,9,0,1,1,0,0,0,22,0,1,0,0,0,0,4,3,0,2,1,0,1,0,0,0,0,0,0,2,31,1,1,1,2,4,3,1,2,-0.38,6,?
7471,8,0,1,0,0,0,0,20,0,1,0,0,0,0,4,3,0,2,1,0,2,0,0,1,0,0,0,2,31,1,1,1,2,99,4,1,2,-0.17,13,?
7478,2,0,1,0,0,0,0,23,0,1,0,0,0,0,2,3,20,2,0,8,3,0,0,1,0,0,0,1,31,1,1,1,2,4,5,1,2,-0.3,10,?
7483,8,0,0,1,0,0,0,47,0,0,1,0,0,0,1,3,0,2,0,50,1,0,1,0,0,0,1,1,31,1,1,1,2,4,5,1,2,-0.2,13,?
7497,9,0,1,0,0,0,0,30,0,1,0,0,0,0,4,3,0,2,2,0,2,0,0,0,0,0,0,1,31,1,1,99,2,4,2,1,2,-0.22,6,?
7499,8,0,0,1,0,0,0,27,0,0,1,0,0,0,4,2,3,?,?,0,1,0,0,0,0,0,0,1,31,1,1,1,2,99,4,2,2,-0.229988,7,?
7507,10,0,0,1,0,0,0,35,0,0,1,0,0,0,4,3,5,2,0,0,1,0,0,1,1,0,0,1,31,0,1,99,99,99,7,1,2,-0.19,11,?
7521,7,0,1,0,0,0,0,16,0,1,0,0,0,0,2,4,0,2,0,0,1,1,1,1,0,1,1,1,31,1,1,1,2,4,6,1,2,-0.32,13,?
7523,10,0,0,1,0,0,0,27,0,0,1,0,0,0,4,3,1,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,99,99,4,1,2,-0.18,5,?
7538,8,0,0,1,0,0,0,22,0,0,1,0,0,0,4,4,15,2,11,0,1,0,0,1,0,0,0,1,31,1,1,99,2,99,5,1,2,-0.29,11,?
7540,6,0,1,1,0,0,0,19,0,1,1,0,0,0,4,2,0,?,8,0,1,0,0,0,0,0,0,2,31,1,1,1,2,99,3,1,2,-0.24188,9,?
7545,10,0,0,0,0,0,1,24,0,0,0,0,0,1,4,4,0,2,2,0,1,0,0,1,0,0,0,1,31,1,1,1,2,99,6,2,2,-0.37,13,?
7550,8,1,1,0,0,0,0,27,0,1,0,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,2,99,3,1,2,-0.31,6,?
7560,10,0,0,1,0,0,0,27,0,0,1,0,0,0,4,2,6,2,1,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,4,1,2,-0.23,4,?
7568,5,0,1,0,0,0,0,23,0,1,0,0,0,0,4,4,21,2,3,0,3,0,0,1,0,0,0,2,31,1,1,1,2,4,7,1,2,-0.4,14,?
7574,10,0,1,0,0,0,0,26,0,1,0,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,2,31,?,1,1,99,99,2,1,2,-0.28,6,?
7576,3,0,0,0,0,1,0,38,0,0,0,0,1,0,4,4,5,1,9,0,3,0,0,0,0,0,0,1,31,1,1,1,2,4,2,1,2,-0.18,12,?
7584,8,0,1,0,0,0,0,31,0,1,0,0,0,0,4,3,10,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,2,99,3,1,2,-0.17,5,?
7597,9,0,0,0,0,0,1,21,0,0,0,0,0,1,1,3,6,2,1,40,1,0,0,0,0,0,1,2,31,1,1,1,2,99,9,1,2,-0.37,13,?
7640,9,0,0,1,0,0,0,28,0,0,1,0,0,0,4,3,0,2,1,0,1,0,0,0,0,0,0,1,31,1,1,1,2,99,5,1,2,-0.26,7,?
7649,7,0,0,1,0,0,0,32,?,0,1,?,0,0,4,3,0,2,11,0,?,0,0,0,0,0,0,2,31,1,1,1,2,4,7,1,2,-0.23037,5,?
7664,2,0,1,0,0,0,0,19,0,1,0,0,0,0,4,3,0,2,1,0,1,0,1,1,0,0,1,2,31,1,1,1,2,4,5,1,2,-0.26,14,?
7688,7,0,1,0,0,0,0,22,0,1,0,0,0,0,4,5,0,2,6,0,1,1,1,1,0,0,0,2,31,1,1,1,2,4,6,1,2,-0.37,13,?
7692,6,0,1,0,0,0,0,55,0,1,0,0,0,0,4,3,0,2,7,0,1,0,0,0,0,0,0,1,31,1,1,1,2,4,2,1,2,-0.25,6,?
7695,2,0,1,0,0,0,0,29,0,1,0,0,0,0,2,1,0,2,2,?,2,0,0,0,0,0,0,1,31,1,1,1,99,99,2,1,2,-0.273847,7,?
7708,10,0,1,1,0,0,0,35,0,?,1,0,0,?,2,3,?,?,7,0,?,0,0,0,0,0,0,2,31,1,1,1,99,99,3,1,2,-0.215262,7,?
7724,9,0,0,1,0,0,0,43,0,0,1,0,0,0,4,4,16,1,0,0,?,0,0,0,0,0,0,1,33,1,1,99,99,99,4,1,2,-0.2015,4,?
7750,6,0,1,0,0,0,1,20,0,1,0,0,0,0,3,3,0,2,0,0,1,0,0,0,0,0,0,1,31,1,1,1,99,99,3,1,2,-0.25,7,?
7757,7,0,0,0,0,1,0,34,0,0,0,0,1,0,4,3,0,2,0,40,1,0,0,1,1,0,0,2,31,1,1,1,2,99,4,1,2,-0.21,11,?
7763,4,0,1,0,0,0,0,29,0,?,0,?,?,?,?,4,5,2,?,0,?,0,0,0,0,0,0,1,31,1,1,99,2,4,4,1,2,-0.201954,5,?
7789,8,0,1,1,0,0,0,17,0,1,1,0,0,0,4,3,7,2,0,0,1,0,0,0,0,0,1,2,31,1,1,1,99,99,6,1,2,-0.16,12,?
7790,7,1,0,0,0,0,0,36,1,0,0,0,0,0,4,3,1,2,9,0,3,0,0,0,0,1,0,1,31,1,1,99,2,4,4,1,2,-0.15,6,?
7797,10,0,1,1,0,0,0,23,0,1,1,0,0,0,4,4,5,2,0,0,1,0,0,0,0,0,0,2,31,1,1,1,2,4,7,1,2,-0.18,13,?
