@relation 'Census-weka.filters.unsupervised.attribute.Remove-R60-61-weka.filters.unsupervised.attribute.Remove-R2-8,10-16,18-24,27-28,30-36,38-39,41-55,57-58-weka.filters.unsupervised.attribute.InterquartileRange-R2-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R11-12'

@attribute random_ID numeric
@attribute m_age numeric
@attribute d_age numeric
@attribute bedroom_count_code numeric
@attribute m_years_at_addr_code numeric
@attribute m_work_hours numeric
@attribute d_years_at_addr_code numeric
@attribute d_work_hours numeric
@attribute usual_resdnt_count_code numeric
@attribute total_income_hhld_code {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
1636,33,30,3,6,47,12,45,4,12
1637,34,33,4,5,0,0,34.026761,5,13
1638,32,35,3,0,2,1,63,4,12
1639,34,33,3,1,5,3,50,3,14
1640,34,35,3,3,8.619314,3,34.026761,5,13
1641,29,27,2,1,0,2,48,4,12
1643,32,35,3,0,0,4,47,5,14
1644,25,26,4,4,8.619314,3,70,4,13
1645,39,30,4,0,0,0,40,4,11
1646,34,33,3,5,45,4,70,4,14
1647,33,33,4,0,8.619314,0,30,3,14
1648,23,24,4,1,0,2.823703,34.026761,5,13
1649,15,29,4,0,0,0,0,8,12
1651,31,32,6,2,24,3,50,4,13
1652,32,33.721865,3,2,0,2.823703,0,3,5
1653,33,33.721865,3,5,0,2.823703,0,5,6
1654,28,31,3,4,0,7,50,4,13
1656,31,29,3,0,20,0,38,5,13
1657,27,32,3,0,0,3,63,3,12
1658,34,36,3,2,45,5,50,3,9
1659,35,40,4,1,10,1,40,4,13
1660,31,44,3,0,40,5,45,4,14
1661,37,37,3,5,0,5,34.026761,4,14
1662,32,37,4,2,0,4,44,3,13
1663,30.699966,52,3.247138,2.788198,0,2,0,10,14
1664,30,31,4,2,0,2,40,7,12
1666,37,39,2,2,7,2,40,3,14
1667,38,35,3,6,6,1,36,4,12
1668,31,28,4,2,0,2,50,3,12
1670,22,33.721865,4,0,0,2.823703,0,5,14
1671,33,33,4,6,0,6,52,5,12
1673,21,22,3,0,24,1,34.026761,3,12
1675,34,33.721865,3,2.788198,0,2.823703,0,3,4
1677,30,24,3,1,0,0,45,8,13
1678,21,33,3,4,8.619314,4,40,3,12
1679,29,31,3,0,0,0,80,5,9
1680,23,33.721865,3.247138,6,8.619314,2.823703,0,5,9
1681,20,23,3,0,40,0,0,3,7
1683,28,32,2,2,40,2,40,3,12
1684,23,22,3,0,0,0,64,3,10
1685,26,27,3,0,0,0,40,4,13
1686,31,27,3,4,0,1,50,3,12
1687,39,47,4,7,0,7,40,5,14
1689,38,33.721865,4,2,0,2.823703,0,8,9
1691,28,31,5,1,8.619314,0,40,5,14
1692,26,42,3,0,2,0,40,3,9
1693,38,36,3,0,0,3,40,4,13
1694,36,35,3,2.788198,0,3,40,3,14
1696,32,41,2,4,0,9,40,4,12
1697,36,34,2,2.788198,20,0,0,5,9
1698,25,33.721865,4,29,0,2.823703,0,3,14
1700,34,34,3,3,0,3,40,3,14
1702,21,33.721865,3,0,0,2.823703,0,3,4
1703,40,38,3,10,8.619314,2,80,6,11
1704,34,33,2,1,28,1,40,4,13
1705,26,27,3,0,0,0,40,3,12
1707,23,24,4,0,0,0,35,5,10
1710,27,26,3,1,0,1,40,4,8
1712,33,38,3,2,0,1,50,3,13
1713,36,41,4,1,25,3,40,3,13
1715,35,39,4,5,0,6,40,4,14
1717,22,27,3,4,0,1,0,5,12
1718,29,33.721865,3,1,0,2.823703,0,4,12
1720,17,23,3,0,0,0,0,6,12
1721,41,38,3,0,0,6,40,3,12
1723,20,33.721865,2,2.788198,0,2.823703,0,2,8
1724,26,24,3,5,0,3,40,13,14
1725,19,30,3,0,0,0,55,5,11
1728,18,18,2,0,0,1,45,3,11
1730,34,44,4,1,0,4,60,4,13
1732,29,24,3,6,0,0,70,3,12
1734,25,33.721865,3,2.788198,0,2.823703,0,3,8
1737,29,37,4,0,0,0,38,4,11
1738,35,41,3.247138,0,8.619314,0,0,5,13
1739,37,37,3,2,0,2,34.026761,4,14
1740,26,29,3,0,20,0,45,5,13
1742,61,33.721865,3,8,0,2.823703,0,11,6
1743,34,38,4,0,0,2,43,4,13
1744,20,33.721865,3,0,0,2.823703,0,3,12
1745,29,32,3,3,23,2.823703,40,3,13
1746,24,33.721865,3,0,24,2.823703,0,9,14
1747,37,31,4,0,8.619314,3,34.026761,7,13
1748,22,27,3,0,0,0,44,3,9
1749,42,42,3,2,0,2,45,4,11
1750,26,34,4,4,0,1,40,3,12
1754,22,33.721865,3,3,0,2.823703,0,5,14
1755,32,32,3,6,0,5,40,3,13
1756,25,33.721865,3,1,6,2.823703,0,4,7
1757,39,35,3,2.788198,0,4,70,6,12
1758,36,33.721865,3,0,0,2.823703,0,4,7
1760,39,33.721865,4,2.788198,0,2.823703,0,4,13
1761,26,24,5,1,0,6,34.026761,12,12
1764,36,34,3,2,0,7,46,4,10
1765,33,40,3,4,20,2.823703,60,4,12
1766,30,35,4,0,8.619314,2,34.026761,7,12
1767,28,33.721865,3,2.788198,4,2.823703,0,3,3
1768,27,29,4,12,37,7,0,7,13
1770,30,32,3,2,0,2,40,4,12
1772,27,33.721865,3,0,0,2.823703,0,5,7
1774,36,35,4,3,10,3,60,4,13
1775,30,29,3,1,8,1,50,3,13
1776,25,33.721865,3,2.788198,120,2.823703,0,4,4
1777,29,33.721865,2,0,8.619314,2.823703,0,2,5
1778,32,33,6,4,8,10,62,4,12
1780,28,35,3,3,30,1,38,3,14
1781,33,27,3,2,0,0,65,5,10
1782,22,31,3,0,0,0,40,3,10
1783,33,34,4,4,56,4,45,4,14
1785,35,38,3,3,24,3,45,4,13
1786,34,33.721865,3,0,15,2.823703,0,6,7
1787,32,30,2,1,9,1,34.026761,4,14
1788,32,29,2,0,0,0,40,4,10
1789,24,30,2,0,0,0,0,4,7
1790,23,33.721865,3,0,0,2.823703,0,3,10
1791,20,40,4,4,24,2.823703,0,9,6
1792,30,33.721865,3.247138,4,0,2.823703,0,5,6
1793,31,27,5,6,15,7,42,5,12
1794,29,33,3,0,0,0,40,6,12
1795,35,34,4,0,0,0,50,3,14
1796,24,38,3,4,0,7,50,5,14
1797,25,30,2,0,40,1,34.026761,3,12
1798,31,31,3,0,40,4,40,5,14
1799,34,33,2,1,0,1,35,3,14
1802,24,33.721865,3,2,0,2.823703,0,4,7
1803,24,28,3,0,0,0,40,3,14
1804,37,33,2,0,0,0,15,4,12
1805,28,35,4,0,0,3,40,8,13
1806,31,32,5,7,6,7,34.026761,4,7
1807,33,36,4,2,40,0,45,3,14
1808,32,37,3,1,0,1,40,5,12
1809,38,42,6,9,0,11,40,11,13
1811,33,32,3,5,0,5,50,3,13
1812,26,33.721865,3,0,0,2.823703,0,7,6
1815,35,33.721865,5,2.788198,10,2.823703,0,3,7
1816,31,37,3,3,0,2,45,3,14
1817,32,34,4,3,3,2,45,3,12
1821,34,33,2,1,20,1,60,3,13
1822,38,33.721865,3,2.788198,0,2.823703,0,4,5
1823,39,39,4,2,0,2,40,4,10
1824,24,25,4,2,0,3,80,4,8
1825,31,35,4,2,0,0,55,3,12
1826,16,33.721865,3,16,0,2.823703,0,4,13
1828,22,33.721865,3,2,0,2.823703,0,4,2
1829,24,26,5,1,0,3,40,7,14
1831,30,41,2,1,45,2,40,3,12
1832,23,33.721865,3,0,0,2.823703,0,5,14
1833,33,31,3,2,0,0,40,3,12
1835,33,31,3,7,0,7,40,3,14
1836,30.699966,49,3,2.788198,0,4,48,2,13
1838,19,33.721865,3,2.788198,0,2.823703,0,5,3
1840,34,27,3,2,23,2,40,3,12
1841,31,36,3,2,0,2,40,3,13
1842,29,32,3,1,0,1,45,3,13
1843,34,35,3,0,0,0,34.026761,4,12
1844,17,33.721865,3,0,0,2.823703,0,2,11
1845,23,33.721865,4,0,0,2.823703,0,6,14
1846,28,33.721865,3,0,0,2.823703,0,4,4
1847,35,37,4,2.788198,0,14,34.026761,5,11
1848,23,33.721865,3,0,0,2.823703,0,5,12
1849,30,32,4,0,0,0,45,5,14
1850,23,28,3,0,0,0,35,3,12
1851,31,33,4,1,20,2,58,4,12
1852,36,38,3,6,0,1,60,4,12
1853,25,31,2,2,0,2.823703,0,5,3
1855,23,33.721865,3.247138,0,0,2.823703,0,2,3
1857,32,34,3,6,0,2,70,4,10
1860,29,31,2,2,40,2,34.026761,5,12
1861,47,42,3,2.788198,0,21,8,9,14
1862,42,53,3,2,0,2.823703,40,4,11
1863,34,35,3,2,3,3,44,5,10
1864,25,25,3,0,0,2.823703,0,4,11
1865,40,29,4,4,0,2,40,4,9
1866,37,33,3,2.788198,0,11,45,3,13
1867,35,35,4,0,0,1,40,3,12
1868,36,36,3,2,32,0,43,3,13
1869,24,33.721865,5,0,0,2.823703,0,5,10
1871,44,37,4,1,0,0,52,5,12
1872,24,19,2,0,0,0,36,3,9
1873,34,38,4,5,0,5,40,4,12
1874,37,33.721865,3,0,0,2.823703,0,3,7
1875,26,31,3,9,40,3,40,4,11
1876,19,33.721865,2,0,0,2.823703,0,2,7
1878,37,47,4,3,0,2,34.026761,3,13
1880,30,31,3,4,0,2.823703,34.026761,3,14
1881,33,38,4,0,30,0,45,5,14
1882,32,46,3,2,5,2,40,8,12
1883,34,39,3,0,8.619314,0,40,4,14
1884,27,25,3,3,13,1,45,3,11
1885,37,50,2,2,10,17,45,4,14
1886,22,33.721865,3,1,0,2.823703,0,3,12
1887,29,29,3,0,0,2,40,3,14
1888,30,33,4,2.788198,0,3,34.026761,5,13
1889,37,32,3,11,0,11,40,6,12
1890,27,30,3,4,0,2.823703,0,4,12
1891,25,30,4,2,5,0,40,5,13
1894,36,35,3,0,7,0,25,3,12
1896,38,43,4,1,0,4,40,4,13
1897,34,36,3,2,10,2,60,4,13
1898,20,33.721865,6,22,0,2.823703,0,7,14
1899,34,36,4,1,0,2,48,4,11
1900,35,40,4,3,0,2,50,3,13
1901,22,23,3,1,0,0,34.026761,3,7
1902,33,33,3,1,15,2,42,4,13
1903,32,33.721865,3,3,40,2.823703,0,3,9
1905,31,33,3,2,12,2,38,3,11
1906,33,38,4,2,15,2,60,6,14
1908,32,39,3.247138,5,0,8,50,4,12
1909,26,31,3,0,0,1,34.026761,3,12
1910,18,33.721865,3,18,0,2.823703,0,9,14
1911,28,24,2,2,0,1,0,4,8
1912,40,33.721865,3,2,0,2.823703,0,2,12
1913,36,36,3,2,0,2,50,3,14
1914,19,33.721865,3,14,0,2.823703,0,5,13
1915,19,36,3,2.788198,0,1,0,4,14
1918,29,38,5,0,0,2,45,8,14
1919,17,33.721865,3,2,0,2.823703,0,7,12
1921,20,33.721865,3,0,0,2.823703,0,4,7
1922,19,33.721865,3,19,0,2.823703,0,5,8
1923,36,43,4,5,0,10,50,6,12
1924,32,32,5,4,50,2,55,8,14
1925,29,34,3,3,8,6,40,4,13
1927,25,27,3,1,0,2,48,4,10
1928,28,32,3,3,0,3,55,4,12
1929,27,27,4,0,0,2.823703,40,3,13
1930,36,32,4,3,0,2.823703,40,5,10
1931,33,32,3,0,0,1,40,3,13
1934,32,38,4,10,70,38,70,4,9
1935,42,47,4,2,40,0,0,4,14
1936,33,34,3,1,15,1,40,3,12
1938,35,35,3,2.788198,0,14,44,5,14
1939,35,33.721865,2,1,0,2.823703,0,4,5
1940,34,36,4,9,20,9,48,6,13
1941,27,33.721865,3,1,0,2.823703,0,4,13
1942,22,25,4,1,37,1,50,3,12
1946,33,35,3,2,16,2,40,4,13
1947,30,36,3,2,5,2,50,4,12
1948,41,42,3,12,0,14,64,4,12
1950,35,41,3,6,0,5,34.026761,7,13
1951,20,33.721865,3,0,0,2.823703,0,4,8
1953,31,30,3.247138,1,25,2,40,4,11
1955,43,48,3,6,15,6,45,3,12
1958,35,41,4,15,0,11,65,5,14
1960,34,31,3,1,20,0,40,4,14
1963,26,38,3,0,8.619314,0,0,3,9
1965,35,34,3,10,0,3,34.026761,4,14
1966,33,33,2,0,8.619314,0,57,3,14
1968,48,50,5,14,24,4,45,7,13
1969,25,30,4,0,0,0,40,3,10
1970,28,36,4,4,80,1,90,4,12
1971,35,37,3,3,38,3,40,6,13
1973,31,33,4,2,0,1,40,3,14
1974,33,31,4,1,0,1,55,3,10
1976,28,26,2,0,0,0,50,4,12
1978,26,33,3,0,0,0,44,5,13
1979,20,27,2,0,0,0,45,4,9
1980,26,33.721865,6,0,0,2.823703,0,6,7
1981,27,27,3,0,0,0,50,5,13
1982,26,33.721865,4,10,0,2.823703,0,9,11
1983,24,22,3,0,0,0,45,3,9
1984,31,31,2,3,0,0,40,3,12
1985,34,40,2,7,0,6,0,9,6
1987,35,40,4,0,0,0,40,5,12
1988,18,33.721865,3,3,0,2.823703,0,2,11
1991,27,27,3,0,40,0,40,5,12
1993,36,32,3,0,0,1,40,5,14
1994,30,33,3,5,25,4,60,3,11
1995,38,38,3,1,43,6,43,12,14
1996,30,34,3,3,0,1,50,4,12
1997,33,29,3,2,0,2,50,4,12
1998,20,25,3,2.788198,0,2,40,3,10
1999,19,33.721865,3,0,0,2.823703,0,2,6
2001,37,33.721865,2,1,8.619314,2.823703,0,4,7
2002,32,33,3,0,0,0,40,5,10
2003,35,40,3,7,0,13,42,5,12
2004,63,43,4,2.788198,0,30,34.026761,9,14
2005,30,34,4,5,10,2,50,4,14
2007,33,35,3,3,0,3,40,4,14
2009,32,33,3,1,5,1,42,4,10
2010,24,33.721865,4,7,0,2.823703,0,5,14
2012,37,32,3,4,0,0,50,3,14
2013,26,33.721865,3,0,0,2.823703,0,4,14
2015,35,34,4,0,0,0,38,5,13
2017,28,31,4,0,40,0,84,4,13
2018,32,34,3,3,0,0,30,8,10
2019,31,43,6,0,30,0,48,4,14
2021,32,33.721865,3,2,0,2.823703,0,4,7
2022,20,27,5,1,0,1,40,7,14
2023,20,33.721865,4,1,40,2.823703,0,4,10
2024,30,33.721865,3,0,0,2.823703,0,2,11
2025,25,29,3,6,0,2.823703,24,4,10
2026,28,31,3,0,40,1,8,3,12
2027,29,39,2,0,8,0,32,4,11
2028,23,33.721865,3,18,0,2.823703,0,7,13
2030,34,34,4,4,0,4,55,5,13
2031,24,33.721865,2,0,5,2.823703,0,3,8
2032,32,29,3,0,0,0,42,3,14
2033,38,35,3,2.788198,35,8,38,4,13
2034,27,35,3,2,20,2,50,3,13
2035,31,32,3,2,0,2,55,3,14
2037,36,32,3,6,0,1,40,4,12
2038,34,35,3,2,8.619314,2,40,4,12
2039,39,42,4,5,6,5,40,4,12
2041,36,35,2,0,0,0,45,3,13
2042,51,42,3,2,0,0,0,6,5
2043,33,31,3,1,40,1,45,3,14
2044,31,29,3,2,0,0,34.026761,4,12
2045,34,49,4,5,50,5,65,5,14
2048,39,40,4,5,48,2.823703,25,3,14
2049,37,43,3,4,16,7,40,5,12
2050,33,38,4,1,0,3,50,3,13
2051,36,43,3,4,0,18,40,4,12
2053,31,34,2,2,0,2,42,3,11
2054,36,39,4,5,0,3,45,4,13
2057,33,36,4,2,0,2,40,5,13
2059,20,40,2,2,0,2,0,6,6
2060,31,33.721865,3,4,0,2.823703,0,4,7
2061,27,25,3,3,0,2.823703,40,3,12
2062,41,32,2,1,0,1,20,6,7
2063,32,33,4,5,1,5,40,4,14
2065,24,32,4,0,40,0,0,4,14
2067,31,33,3,5,24,3,40,3,13
2069,19,27,4,0,0,0,40,8,13
2071,29,29,2,2,0,2,40,4,12
2072,32,32,4,4,8.619314,4,45,5,14
2073,16,33.721865,3,15,0,2.823703,0,5,13
2076,22,33.721865,4,8,40,2.823703,0,8,13
2078,43,33.721865,2,2,0,2.823703,0,3,6
2079,32,32,3,2,0,2,62,4,13
2080,40,36,5,2.788198,0,4,0,7,14
2081,34,30,4,2,0,2,45,5,11
2083,19,33.721865,3,0,25,2.823703,0,5,12
2085,32,32,3,1,0,3,60,3,13
2086,26,25,4,0,0,0,45,3,12
2089,30,33.721865,3,2.788198,0,2.823703,0,6,7
2090,22,21,3,5,0,6,64,3,10
2091,38,42,4,4,0,6,55,5,14
2092,24,27,4,4,10,4,45,4,13
2094,23,24,2,3,0,1,50,4,11
2095,23,24,3,1,0,0,34.026761,4,12
2096,17,26,4,0,0,0,50,6,14
2099,30.699966,32,3,2.788198,0,0,50,2,13
2100,31,31,4,15,8.619314,3,40,9,10
2101,34,40,5,2,4,0,65,5,13
2102,31,34,3,3,0,2,50,5,8
2103,34,33.721865,3,2,0,2.823703,0,6,5
2104,21,28,4,12,0,4,40,5,14
2105,39,34,3,1,0,1,40,3,13
2106,25,33,3,5,0,2.823703,0,4,13
2107,36,41,3,7,42,7,45,8,14
2108,24,33.721865,3,20,0,2.823703,0,9,13
2110,34,33,4,5,8.619314,3,0,4,14
2111,21,33.721865,3,0,38,2.823703,0,3,14
2112,23,33.721865,4,5,8.619314,2.823703,0,9,14
2113,36,34,4,4,40,7,40,6,12
2114,25,22,3,20,30,0,40,4,14
2117,36,34,4,2.788198,0,17,49,5,12
2118,31,24,3,0,8.619314,0,40,4,12
2119,27,33.721865,3,3,0,2.823703,0,6,5
2120,41,33.721865,3,3,6,2.823703,0,4,12
2121,32,32,3,7,0,8,44,3,9
2122,22,23,2,2,8.619314,2,34.026761,3,11
2123,26,26,4,3,0,3,43,5,14
2124,26,26,1,0,0,0,40,7,12
2125,20,24,3,0,8.619314,0,45,4,10
2126,26,30,3,2,0,2,40,4,13
2127,27,31,3,6,0,3,40,4,13
2128,29,37,4,2,0,2,50,4,13
2129,35,37,2,2,0,2,40,3,10
2130,28,38,3,2.788198,0,6,40,3,12
2131,37,35,3,7,0,9,34.026761,5,12
2132,28,33.721865,3,0,0,2.823703,0,5,14
2133,31,34,4,7,37,2,40,4,6
2134,34,31,3,3,0,2,40,4,11
2135,32,33.721865,2,0,0,2.823703,0,3,6
2136,29,28,3,0,10,0,42,3,13
2137,30,38,2,3,0,0,40,3,13
2138,38,38,4,0,0,3,40,4,14
2139,36,37,3,2,0,2,30,3,13
2140,31,35,3,1,20,1,34.026761,3,13
2142,30,41,2,0,0,5,78,3,9
2144,31,38,3,3,0,2,40,3,13
2146,26,28,3,2,0,2,60,4,12
2148,32,38,5,0,0,2.823703,34.026761,5,14
2150,27,34,2,1,40,6,47,4,12
2152,29,32,3,0,0,7,50,4,13
2153,35,37,3,3,8.619314,3,48,3,10
2154,38,43,4,0,15,4,36,5,14
2155,31,36,4,3,0,5,42,4,14
2156,36,43,3,6,0,4,40,4,13
2157,33,37,3,2,0,4,42,4,13
2158,26,41,4,5,0,6,40,4,14
2159,35,38,5,1,30,0,40,4,14
2160,30,36,3,1,0,0,45,4,11
2161,34,36,2,0,0,0,40,3,11
2164,27,31,4,2,35,2.823703,0,8,14
2166,29,32,4,4,12,4,40,4,14
2167,34,40,3,6,16,2,55,4,13
2168,17,24,4,2,0,0,55,3,10
2169,34,25,3,3,0,2,45,3,13
2170,25,33.721865,1,0,0,2.823703,0,4,7
2171,32,33,5,2,0,1,40,4,14
2172,27,33.721865,4,0,0,2.823703,0,6,12
2175,29,33.721865,3,0,0,2.823703,0,6,11
2176,30,39,2,0,0,1,40,3,13
2177,38,43,2,2.788198,30,2.823703,34.026761,3,6
2178,21,33.721865,4,0,0,2.823703,0,4,12
2179,30,37,2,0,0,0,30,3,11
2180,29,35,4,0,0,2.823703,40,5,10
2182,29,33.721865,4,2.788198,45,2.823703,0,2,7
2183,33,32,3,2,20,2,50,4,11
2185,31,36,4,3,37,3,40,3,14
2187,20,33.721865,3,0,0,2.823703,0,3,10
2189,32,32,4,2,0,1,45,4,12
2190,32,39,4,3,0,3,60,4,12
2191,34,43,3,2,0,2,40,3,10
2192,29,30,3,2,0,2,34.026761,3,13
2193,32,32,4,4,30,1,40,3,14
2195,21,33.721865,3.247138,0,0,2.823703,0,2,6
2196,32,32,4,1,8.619314,3,50,4,14
2197,28,28,3,1,28,1,50,3,12
2198,34,33.721865,3,0,0,2.823703,0,4,8
2199,29,30,4,0,0,0,47,5,13
2200,34,36,3,2.788198,0,1,50,4,12
2201,30,30,3,6,30,2.823703,40,3,14
2202,34,34,2,4,0,4,40,4,8
2204,43,40,3,2,0,2,34.026761,5,11
2206,33,34,3,6,16,6,40,3,13
2208,37,34,3,4,0,2,43,5,10
2209,32,33,3,3,0,3,50,4,13
2210,34,30,3,0,0,0,42,4,11
2211,26,35,2,0,0,0,50,3,11
2213,33,29,3,2,20,2,40,5,12
2214,34,45,3,3,0,0,45,5,12
2215,22,20,2,0,0,1,45,3,10
2217,31,26,3,4,25,2,40,4,13
2219,40,58,4,0,60,2,32,5,14
2220,39,33.721865,2,0,0,2.823703,0,3,4
2221,31,34,3,4,0,4,45,3,14
2222,34,36,4,6,0,6,48,3,12
2223,29,27,4,2,0,0,55,5,8
2226,31,33.721865,3,0,0,2.823703,0,5,6
2227,25,27,3,2,0,1,40,4,13
2229,33,32,4,0,0,0,45,3,12
2230,30,45,4,1,0,1,40,8,12
2231,42,33.721865,3,3,15,2.823703,0,4,5
2232,31,31,3,0,0,0,40,3,13
2233,31,40,3,1,25,3,53,3,13
2234,24,32,3,0,9,0,45,4,12
2235,25,33.721865,3,20,0,2.823703,0,7,12
2237,30,29,4,1,0,1,50,4,13
2238,19,33.721865,2,0,0,2.823703,0,2,7
2239,32,33.721865,4,0,10,2.823703,0,5,12
2241,33,34,5,3,36,2.823703,45,4,14
2242,36,34,4,2,0,2,40,4,14
2243,36,35,3,2,0,2,40,4,14
2244,37,30,4,1,0,5,40,5,12
2245,24,24,2,4,0,4,40,3,8
2246,22,33.721865,3,0,0,2.823703,0,5,6
2247,23,32,2,0,0,0,40,3,10
2248,28,33,4,4,20,4,40,4,14
2249,31,32,3,6,34,4,50,4,12
2251,36,33.721865,2,2,0,2.823703,0,2,5
2252,21,21,3,5,0,1,8,6,11
2253,25,27,3,0,0,0,52,3,11
2255,33,34,3,4,11,6,50,4,14
2257,33,33.721865,3,0,0,2.823703,0,2,3
2258,24,33.721865,2,1,0,2.823703,0,3,5
2259,31,33,3,5,0,6,60,4,12
2261,38,35,3,8,24,8,40,4,14
2263,22,27,2,2,0,2,0,4,11
2264,36,38,5,0,0,0,53,7,14
2265,34,33.721865,2,0,0,2.823703,0,4,9
2267,32,36,3,3,50,3,50,5,13
2270,33,34,3,1,28,2,47,3,12
2272,25,39,3,0,0,2,40,20,14
2273,33,41,4,6,0,6,40,6,14
2274,28,29,4,4,2,1,45,3,12
2275,29,39,2,2,0,1,70,4,12
2277,24,33.721865,3,18,0,2.823703,0,5,9
2278,32,33,2,2,0,4,34.026761,4,11
2279,37,37,5,8,0,8,34.026761,8,10
2280,27,33.721865,4,0,0,2.823703,0,8,14
2281,35,45,4,2,0,2,40,7,14
2282,42,39,3,5,0,9,40,4,11
2284,38,27,3,4,0,1,0,5,11
2287,29,30,2,1,8.619314,0,50,4,14
2288,35,32,5,1,8.619314,1,50,4,12
2289,25,32,3,0,0,0,45,3,13
2290,38,34,3,5,0,4,0,5,10
2293,25,30,4,0,0,0,35,5,14
2294,31,38,3,8,0,4,42,3,12
2295,32,36,3,3,0,3,45,5,11
2296,33,33.721865,3.247138,5,0,2.823703,0,2,12
2297,36,37,3,0,0,0,40,4,13
2298,22,26,2,2,0,2,40,5,11
2299,37,43,4,2,0,6,40,3,13
2300,29,32,3,2.788198,0,25,45,3,11
2301,24,33.721865,3,0,0,2.823703,0,4,5
2302,20,33.721865,2,0,0,2.823703,0,2,10
2303,35,33.721865,3,0,0,2.823703,0,4,6
2304,25,29,4,4,10,2,50,4,12
2305,25,38,3,3,0,1,80,5,1
2306,29,29,3,1,40,0,50,5,12
2307,30,33.721865,2,0,0,2.823703,0,4,4
2308,19,33.721865,4,9,0,2.823703,0,7,14
2309,32,34,4,2,0,2,34.026761,4,8
2310,19,33.721865,2,0,0,2.823703,0,2,9
2311,27,29,3,0,0,2,46,4,13
2312,36,35,3,0,20,3,40,3,13
2313,32,34,2,0,40,2,40,4,13
2314,27,33,3,0,7,1,0,4,7
2315,34,29,3,2,0,0,40,4,13
2316,30,35,3,0,0,0,40,3,11
2317,35,38,3,5,0,6,45,8,10
2319,31,36,3,2,3,4,45,3,13
2320,33,35,4,1,0,2,45,4,14
2322,32,36,4,8,0,1,46,4,12
2323,28,38,3,2,0,3,0,5,9
2324,36,38,3,6,10,5,34.026761,4,12
2325,31,19,4,0,8.619314,0,60,7,12
2326,31,34,3,2,6,1,40,6,12
2327,32,30,3,1,0,0,45,5,11
2328,33,44,2,7,2,9,50,4,12
2331,20,33.721865,4,2,0,2.823703,0,6,13
2332,37,36,3,3,0,3,53,4,14
2333,20,25,3,0,40,1,60,4,9
2335,30,32,3,1,0,0,45,3,14
2336,20,19,5,0,40,2,0,8,14
2337,31,36,4,0,0,1,45,5,12
2338,26,25,3,0,0,0,4,5,4
2339,33,33.721865,2,0,0,2.823703,0,4,9
2341,26,26,3,5,40,5,40,4,13
2342,33,33,4,0,6,4,44,5,10
2344,36,33.721865,4,4,0,2.823703,0,5,12
2346,26,33.721865,3,0,0,2.823703,0,3,12
2348,37,42,3,4,45,7,0,7,14
2349,30.699966,20,2,2.788198,0,2.823703,0,4,7
2350,31,33,4,1,0,0,45,5,12
2351,38,44,4,1,8.619314,0,60,5,12
2353,37,33,4,16,0,11,34.026761,5,13
2354,32,38,3,6,0,1,42,3,12
2355,34,37,5,0,0,3,34.026761,5,11
2356,28,31,2,0,0,2,45,3,13
2357,34,42,3,3,40,2,40,4,11
2358,38,39,3,5,0,5,50,4,14
2359,35,36,4,3,0,3,45,3,14
2361,32,33,4,1,25,0,40,5,14
2362,27,24,3,0,0,0,44,3,14
2363,35,28,4,0,0,0,55,4,14
2365,19,33.721865,6,6,0,2.823703,0,8,14
2366,17,33.721865,5,1,0,2.823703,0,5,13
2367,33,36,3,4,0,4,37,4,14
2369,39,35,3,6,0,7,40,3,10
2370,38,44,5,2.788198,37,1,50,6,14
2371,24,26,3,0,0,0,45,5,13
2372,32,49,2,3,0,3,40,4,12
2373,26,33,3,2,5,1,50,3,12
2374,19,21,2,0,40,0,45,3,13
2377,30,32,3,3,0,3,50,3,12
2378,39,33.721865,3,4,8.619314,2.823703,0,5,4
2379,36,37,2,1,0,6,34.026761,3,12
2380,35,35,3,4,0,2,40,4,13
2381,32,33,3,4,0,2.823703,50,5,14
2382,20,33.721865,3,16,0,2.823703,0,5,14
2384,19,33.721865,5,0,0,2.823703,0,6,13
2385,29,23,3,6,0,6,50,3,12
2386,26,43,3,1,40,0,40,3,14
2388,32,36,4,2,0,2,47,6,13
2389,19,33.721865,3,11,0,2.823703,0,4,5
2390,27,36,3,1,8.619314,1,50,3,14
2392,23,21,2,0,18,0,45,3,10
2393,24,29,4,0,0,0,60,4,12
2395,48,52,4,2,40,2,40,5,14
2398,34,40,4,0,8.619314,0,45,4,14
2400,33,35,3,1,0,1,40,3,13
2401,35,33,3,2,0,3,45,4,13
2402,27,30,3,0,5,2,50,3,14
2403,39,36,4,0,0,0,55,3,14
2406,36,33.721865,2,0,20,2.823703,0,9,6
2408,25,33.721865,4,0,0,2.823703,0,2,5
2409,22,25,3,0,0,0,40,4,13
2410,40,48,3,2,8,2,40,4,12
2411,24,26,3,0,40,0,45,9,12
2412,34,36,3,1,0,0,50,3,14
2413,27,27,3,0,0,0,40,3,12
2414,21,33.721865,2,0,0,2.823703,0,2,7
2415,34,37,3,0,0,5,50,3,14
2417,31,36,3,4,40,2,40,4,14
2419,26,33.721865,3,0,24,2.823703,0,3,8
2420,33,33,3,3,0,3,50,3,14
2421,43,45,2,2,0,2,25,4,6
2422,32,38,3,9,32,14,50,3,14
2423,33,36,3,1,0,1,45,4,14
2425,28,29,3,3,0,3,60,4,12
2426,20,18,5,0,12,19,37,6,12
2428,36,45,3,2,8,2,40,5,12
