@relation cenus_4000-weka.filters.unsupervised.attribute.Remove-R45-weka.filters.unsupervised.attribute.Remove-R45_predicted

@attribute random_ID numeric
@attribute NZDep2006 numeric
@attribute ch_asian numeric
@attribute ch_euro numeric
@attribute ch_maori numeric
@attribute ch_melaa numeric
@attribute ch_other numeric
@attribute ch_pacific numeric
@attribute m_age numeric
@attribute m_asian numeric
@attribute m_euro numeric
@attribute m_maori numeric
@attribute m_melaa numeric
@attribute m_other numeric
@attribute m_pacific numeric
@attribute m_wklfs_code numeric
@attribute d_age numeric
@attribute d_asian numeric
@attribute d_euro numeric
@attribute d_maori numeric
@attribute d_melaa numeric
@attribute d_other numeric
@attribute d_pacific numeric
@attribute d_wklfs_code numeric
@attribute bedroom_count_code numeric
@attribute m_years_at_addr_code numeric
@attribute m_tenure_holder_code numeric
@attribute m_education numeric
@attribute m_work_hours numeric
@attribute m_smoke numeric
@attribute m_income_srce7 numeric
@attribute m_income_srce8 numeric
@attribute m_income_srce9 numeric
@attribute m_income_srce10 numeric
@attribute m_income_srce11 numeric
@attribute m_income_srce12 numeric
@attribute d_years_at_addr_code numeric
@attribute d_tenure_holder_code numeric
@attribute d_education numeric
@attribute d_work_hours numeric
@attribute d_smoke numeric
@attribute d_income_srce7 numeric
@attribute d_income_srce8 numeric
@attribute d_income_srce9 numeric
@attribute d_income_srce12 numeric
@attribute ch_sex numeric
@attribute child_depend_family_type_code numeric
@attribute d_family_role_code numeric
@attribute heat_fuel numeric
@attribute m_family_role_code numeric
@attribute telecomm1_code numeric
@attribute telecomm2_code numeric
@attribute telecomm4_code numeric
@attribute usual_resdnt_count_code numeric
@attribute twin numeric
@attribute singparstat numeric
@attribute 'prediction margin' numeric
@attribute 'predicted total_income_hhld_code' {1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute total_income_hhld_code {1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
7445,4,1,0,0,0,0,0,23,1,0,0,0,0,0,3,30,1,0,0,0,0,0,2,2,0,2,11,0,3,0,0,0,0,0,0,0,2,13,0,3,0,0,0,0,1,21,1,?,1,99,2,99,4,1,1,-0.188956,12,?
7446,1,0,1,0,0,0,0,33,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,4,1,1,2,0,3,0,0,0,0,0,0,1,1,8,45,3,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.412,14,?
7448,10,0,0,1,0,0,0,35,0,0,1,0,0,0,4,33,0,0,1,0,0,0,1,3,1,?,0,0,1,0,0,0,0,0,0,5,2,1,40,1,0,0,0,0,1,21,1,1,1,1,99,99,6,1,1,-0.260061,12,?
7449,4,0,1,0,0,0,0,34,0,1,0,0,0,0,1,35,0,0,0,0,1,0,1,3,2,2,2,30,3,0,0,0,0,0,0,0,2,0,60,3,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.27,13,?
7450,8,1,0,0,0,0,0,27,1,0,0,0,0,0,4,43,1,0,0,0,0,0,1,3,2,2,1,0,3,0,1,0,0,0,1,2,1,4,50,1,0,1,0,1,1,21,1,1,1,1,2,99,6,1,1,-0.334,14,?
7451,5,0,1,0,0,0,0,29,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,3,1,1,2,0,3,0,0,0,0,0,0,7,1,2,40,2,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.364,13,?
7452,2,0,1,0,0,0,0,39,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,4,0,2,14,0,3,0,0,0,0,0,0,0,2,14,45,3,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.556,14,?
7455,5,0,1,0,0,0,0,33,0,1,0,0,0,0,2,39,0,1,0,0,0,0,1,3,3,1,9,22,3,0,0,0,0,0,0,3,1,8,49,3,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,-0.36,13,?
7457,6,0,0,0,0,1,0,33,0,0,0,0,1,0,2,32,0,0,0,0,1,0,1,3,0,1,9,25,3,0,0,0,0,0,0,3,1,10,50,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.35,14,?
7459,6,0,1,1,0,0,0,29,0,1,1,0,0,0,4,26,0,1,0,0,0,0,1,4,1,2,1,0,1,0,0,0,0,0,0,1,2,0,40,3,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.246,13,?
7460,8,0,0,1,0,0,0,30,0,0,1,0,0,0,1,25,0,0,1,0,0,0,1,3,3,2,3,40,3,0,0,0,0,0,1,0,2,0,60,3,0,0,0,1,1,21,1,1,1,1,2,4,6,1,1,-0.3,13,?
7462,3,1,1,0,0,0,0,37,1,1,0,0,0,0,2,38,0,1,0,0,0,0,1,3,4,?,4,0,1,0,0,0,0,0,0,?,1,2,105,1,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.267056,12,?
7463,9,0,1,0,0,0,0,29,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,1,2,0,0,2,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,99,99,5,1,2,-0.241138,7,?
7464,9,0,1,0,0,0,0,30,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,3,2,1,2,0,3,0,0,0,0,0,0,0,1,8,40,3,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.334,12,?
7465,8,0,1,1,0,0,1,22,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,4,7,2,1,0,?,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,1,31,?,1,1,1,2,4,6,1,2,-0.223479,14,?
7466,4,0,1,0,0,0,0,33,?,1,0,?,?,0,2,37,0,1,0,0,0,0,1,3,22,1,6,0,?,0,0,0,0,0,0,2,1,12,45,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.339576,14,?
7467,9,0,1,1,0,0,0,30,0,1,1,0,0,0,4,26,0,0,0,0,0,0,4,4,0,2,0,0,2,1,0,0,1,0,0,0,2,?,0,1,1,0,0,0,2,21,1,1,1,1,99,99,11,1,1,-0.168769,7,?
7468,9,0,1,1,0,0,0,22,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,1,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,2,4,3,1,2,-0.18138,6,?
7469,3,0,0,0,0,1,0,39,1,0,0,0,0,0,2,39,0,0,0,1,1,0,4,5,0,1,11,5,3,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.212,14,?
7470,3,0,1,0,0,0,0,31,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,3,1,1,11,0,3,0,0,0,0,0,0,5,1,11,50,3,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.468,14,?
7471,8,0,1,0,0,0,0,20,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,1,0,2,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,2,99,4,1,2,-0.143263,12,?
7472,4,1,0,0,0,0,0,31,1,0,0,0,0,0,1,31,1,0,0,0,0,0,1,3,2,1,10,40,3,0,0,0,0,0,0,2,1,11,40,3,0,0,0,0,2,21,1,1,1,99,2,4,4,1,1,-0.452,14,?
7474,1,0,1,0,0,0,0,42,1,0,?,0,0,0,1,45,0,1,0,0,0,0,1,4,0,1,11,14,3,0,0,0,0,0,0,?,2,12,50,3,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.497449,14,?
7478,2,0,1,0,0,0,0,23,0,1,0,0,0,0,2,?,?,?,?,?,?,?,?,3,20,2,0,8,3,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,1,31,?,1,1,1,2,4,5,1,2,-0.175213,14,?
7480,6,1,0,0,0,0,0,36,1,0,0,0,0,0,4,48,1,0,0,0,0,0,1,3,3,1,11,0,3,0,0,0,0,0,0,5,1,11,40,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.292,12,?
7482,8,0,1,0,0,0,0,17,0,1,0,0,0,0,4,22,0,1,0,0,0,0,2,4,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,21,1,?,1,1,99,99,6,1,1,-0.181941,12,?
7483,8,0,0,1,0,0,0,47,0,0,1,0,0,0,1,?,?,?,?,?,?,?,?,3,0,2,0,50,1,0,1,0,0,0,1,?,?,?,0,?,0,0,0,0,1,31,?,1,1,1,2,4,5,1,2,-0.160799,13,?
7484,5,0,0,0,0,1,0,34,0,0,0,0,1,0,4,34,0,0,0,0,1,0,1,2,2,1,3,0,2,0,0,0,0,0,0,4,1,0,40,3,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.29,13,?
7485,6,0,1,0,0,0,0,31,0,1,0,0,0,0,1,32,0,1,0,0,0,0,1,4,0,1,2,40,2,0,0,0,0,0,0,2,?,1,60,2,0,0,0,0,2,21,1,1,1,1,2,4,7,1,1,-0.321916,13,?
7486,3,0,1,1,0,0,0,32,0,1,0,0,0,0,4,33,0,0,?,0,0,0,1,4,8,1,3,0,3,0,0,0,0,0,0,4,1,0,40,3,0,0,0,0,2,21,1,1,1,1,2,99,5,1,1,-0.311604,12,?
7487,6,0,1,0,0,0,0,34,0,1,0,0,0,0,1,32,0,1,0,0,0,0,2,4,0,2,4,40,2,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.228,12,?
7488,7,0,1,0,0,0,0,35,0,1,0,0,0,0,4,34,0,1,0,0,0,1,1,4,0,1,8,0,2,0,0,0,0,0,0,3,1,3,60,3,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.31,12,?
7489,6,0,1,0,0,0,0,35,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,2,3,2,13,0,3,0,0,0,0,0,0,4,2,11,48,3,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.334,12,?
7490,10,0,1,0,0,0,0,24,0,1,0,0,0,0,4,24,0,1,0,0,0,0,1,3,0,2,6,0,1,0,0,0,0,0,0,0,2,0,40,1,0,0,0,0,1,21,1,1,1,1,2,99,5,1,1,-0.264,11,?
7491,2,0,1,0,0,0,0,30,0,1,0,0,0,0,2,33,0,1,0,0,0,0,1,4,0,1,12,8,3,0,0,0,0,0,0,3,1,11,50,3,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.48,14,?
7493,7,0,1,0,0,0,0,18,0,1,0,0,0,0,2,25,0,1,0,0,0,0,1,4,0,2,2,40,1,0,0,0,0,0,0,1,2,8,60,3,0,0,0,0,2,21,1,1,1,1,99,99,3,1,1,-0.39,10,?
7496,8,0,0,1,0,0,0,25,0,0,1,?,0,0,?,21,0,?,1,0,0,0,4,2,?,?,?,0,?,0,0,0,0,0,0,0,2,0,0,?,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.259602,11,?
7497,9,0,1,0,0,0,0,30,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,2,0,2,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,1,31,?,1,1,99,2,4,2,1,2,-0.158229,5,?
7498,2,0,0,0,0,1,0,29,0,0,0,0,1,0,2,30,0,0,0,0,1,0,1,4,2,1,11,23,3,0,0,0,0,0,0,1,1,12,55,3,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.368,13,?
7499,8,0,0,1,0,0,0,27,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,2,3,?,?,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,1,31,?,1,1,1,2,99,4,2,2,-0.191585,7,?
7500,8,0,1,0,0,0,1,27,0,1,0,0,0,0,4,29,0,0,0,0,0,1,1,3,4,2,0,0,2,0,0,0,0,0,0,4,2,8,40,1,0,0,0,0,1,21,1,1,1,1,2,99,5,1,1,-0.318,12,?
7501,9,0,1,0,0,0,0,30,0,1,0,0,0,0,1,31,0,1,0,0,0,0,1,3,0,1,7,?,2,0,0,0,0,0,0,0,1,8,45,3,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.306632,14,?
7502,10,0,0,1,0,0,0,?,?,?,?,?,?,?,?,21,0,0,1,0,0,0,4,2,?,?,?,0,?,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,2,31,1,1,?,1,99,99,7,1,3,-0.240084,7,?
7503,5,0,1,1,0,0,0,31,0,1,0,0,0,0,4,33,0,1,1,0,0,0,1,3,0,2,11,0,1,0,0,0,0,0,0,0,2,8,60,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.358,12,?
7504,6,0,1,0,0,0,0,30,0,1,0,0,0,0,2,41,0,1,0,0,0,0,1,3,2,1,2,14,3,0,0,0,0,0,0,4,1,8,40,?,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.304768,13,?
7506,5,0,1,0,0,0,0,35,0,1,0,0,0,0,4,42,0,1,0,0,0,0,1,2,1,1,11,0,3,0,0,0,0,0,0,3,1,11,48,2,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.408,14,?
7507,10,0,0,1,0,0,0,35,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,3,5,2,0,0,1,0,0,1,1,0,0,?,?,?,0,?,0,0,0,0,1,31,?,0,1,99,99,99,7,1,2,-0.151579,7,?
7508,8,0,1,0,0,0,0,34,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,2,1,11,0,3,0,0,0,0,0,0,2,1,11,40,3,0,0,0,0,1,21,1,1,1,99,2,99,3,1,1,-0.378,13,?
7512,1,0,1,0,0,0,0,33,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,2,1,11,0,3,0,0,0,0,0,0,?,1,6,40,3,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,-0.335566,14,?
7513,10,0,1,1,0,0,0,?,?,?,?,?,?,?,?,34,0,1,1,0,0,0,1,3,?,?,?,0,?,0,0,0,0,0,0,2,2,2,60,1,0,0,0,0,2,31,1,1,?,1,2,99,5,2,3,-0.195103,12,?
7515,8,0,1,0,0,0,0,27,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,3,2,2,11,0,3,0,0,0,0,0,0,1,2,11,48,2,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.4,12,?
7516,5,0,0,0,0,1,0,29,0,0,0,0,1,0,1,32,0,0,0,0,1,0,1,4,2,2,3,30,3,0,0,0,0,0,0,2,2,11,30,3,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.276,12,?
7517,1,0,1,0,0,0,0,37,0,1,0,0,0,0,1,36,0,1,0,0,0,0,1,3,3,1,11,40,3,0,0,0,0,0,0,3,1,13,40,3,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.782,14,?
7519,3,0,0,0,0,0,0,23,0,0,0,1,1,0,4,38,0,0,0,0,1,0,1,4,3,1,4,0,3,0,0,0,0,0,0,1,2,13,?,3,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.271045,14,?
7521,7,0,1,0,0,0,0,16,0,1,0,0,0,0,2,?,?,?,?,?,?,?,?,4,0,2,0,0,1,1,1,1,0,1,1,?,?,?,0,?,0,0,0,0,1,31,?,1,1,1,2,4,6,1,2,-0.262935,13,?
7522,7,0,1,0,0,0,0,23,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,2,2,2,2,0,2,0,0,0,0,0,0,2,2,2,42,3,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.388,12,?
7523,10,0,0,1,0,0,0,27,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,3,1,2,0,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,99,99,4,1,2,-0.180709,7,?
7525,4,0,1,0,0,0,0,32,0,0,0,0,1,0,2,34,0,1,0,0,0,0,1,4,9,1,10,1,3,0,0,0,0,0,0,9,1,8,50,3,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.314,12,?
7526,1,0,1,0,0,0,0,38,0,1,0,0,0,0,2,36,0,1,0,0,0,0,1,4,0,1,6,40,2,0,0,0,0,0,0,2,1,11,55,?,0,0,0,0,2,21,1,1,1,1,2,4,7,1,1,-0.484194,14,?
7528,1,0,1,0,0,0,0,24,0,1,0,0,0,0,4,29,?,?,1,0,0,?,1,2,3,2,2,0,1,0,0,0,0,0,0,0,2,2,45,3,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.259217,12,?
7529,2,0,1,0,0,0,1,38,0,0,0,0,0,1,2,43,0,1,0,0,0,0,1,4,0,1,7,20,2,0,0,0,0,0,0,3,1,4,40,3,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.428,14,?
7530,5,0,1,1,0,0,0,29,0,1,0,0,0,0,4,31,0,1,1,0,0,0,1,3,1,2,7,0,2,0,0,0,0,0,0,0,2,9,60,3,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.424,12,?
7531,4,1,0,0,0,0,0,35,1,0,0,0,0,0,1,32,1,0,0,0,0,0,1,4,0,2,11,37,3,0,0,0,0,0,0,0,2,13,?,3,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,-0.304503,12,?
7533,4,0,1,0,1,0,0,34,0,1,0,0,0,0,4,33,0,0,0,0,1,0,1,3,2,1,11,0,3,0,0,0,0,0,0,2,1,13,40,3,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.442,14,?
7534,10,0,0,1,0,0,0,25,0,0,1,0,0,0,4,26,0,0,1,0,0,0,4,4,2,2,8,0,1,0,0,1,0,0,1,0,2,8,60,3,0,0,1,1,2,21,1,1,1,1,2,99,4,1,1,-0.256,13,?
7535,10,0,0,0,0,0,1,30,0,0,0,0,0,1,4,28,0,0,0,0,0,1,3,3,0,2,2,0,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,-0.22,7,?
7538,8,0,0,1,0,0,0,22,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,4,15,2,11,0,1,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,1,31,?,1,1,99,2,99,5,1,2,-0.22292,13,?
7539,10,0,1,0,0,0,0,37,?,?,?,0,1,0,?,34,0,1,0,0,0,0,1,3,?,?,8,0,3,0,0,0,0,0,0,9,1,10,?,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.31203,12,?
7540,6,0,1,1,0,0,0,19,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,2,0,?,8,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,2,99,3,1,2,-0.200631,7,?
7541,4,0,1,0,0,0,0,29,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,4,5,1,2,0,3,0,0,0,0,0,0,5,1,1,?,3,0,0,0,0,1,21,1,1,1,99,2,99,5,1,1,-0.476023,12,?
7544,2,0,1,0,0,0,0,32,0,1,0,0,0,0,2,31,0,0,0,1,1,0,1,4,1,1,10,0,3,0,0,0,0,0,0,1,1,13,40,3,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.41,14,?
7545,10,0,0,0,0,0,1,24,0,0,0,0,0,1,4,?,?,?,?,?,?,?,?,4,0,2,2,0,1,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,1,31,?,1,1,1,2,99,6,2,2,-0.249926,14,?
7546,4,0,1,0,0,0,0,30,0,1,0,0,0,0,4,24,0,1,0,0,0,0,1,3,2,2,7,0,1,0,0,0,0,0,0,3,2,1,45,1,0,0,0,0,1,21,1,1,1,99,2,4,5,1,1,-0.272,13,?
7548,1,0,0,0,0,1,0,31,0,1,0,0,0,0,2,37,0,0,0,0,1,0,1,3,2,1,11,8,3,0,0,0,0,0,0,2,1,8,45,3,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.362,14,?
7550,8,1,1,0,0,0,0,27,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,0,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,2,99,3,1,2,-0.165607,6,?
7551,2,0,1,0,0,0,0,29,0,1,0,0,0,0,1,32,0,1,0,0,0,0,1,3,2,1,3,40,3,0,0,0,0,0,0,2,1,1,40,3,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.406,13,?
7552,6,0,0,0,0,1,0,34,0,0,0,0,1,0,4,39,0,0,0,0,1,0,1,3,6,2,2,0,2,0,0,0,0,0,0,2,2,0,50,2,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.202,12,?
7553,7,0,0,0,0,1,0,34,0,1,0,0,0,0,2,39,0,0,0,0,1,0,1,3,3,2,0,0,3,0,0,0,0,0,0,3,1,1,40,3,0,0,0,0,1,21,1,1,1,99,2,99,5,1,1,-0.308,11,?
7556,7,0,1,0,0,0,0,31,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,3,3,2,3,0,1,0,0,0,0,0,0,3,2,1,50,1,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.38,12,?
7557,8,0,1,0,0,0,0,35,0,1,0,0,0,0,4,39,0,1,0,0,0,0,1,3,0,2,7,0,3,0,0,0,0,0,0,0,2,10,65,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.356,13,?
7559,7,0,1,0,0,0,0,23,0,1,0,0,0,0,4,29,0,1,0,0,0,0,1,3,1,2,9,16,3,0,0,0,0,0,0,0,2,4,40,2,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.334,12,?
7560,10,0,0,1,0,0,0,27,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,2,6,2,1,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,1,31,?,1,1,1,99,99,4,1,2,-0.203869,7,?
7561,7,0,1,1,0,0,0,31,0,1,0,0,0,0,4,28,0,1,1,0,0,0,1,4,3,1,1,24,2,0,0,0,0,0,0,3,1,10,48,3,0,0,0,0,2,21,1,1,1,1,2,99,6,1,1,-0.296,12,?
7562,2,0,1,0,0,0,0,26,0,1,0,0,0,0,2,34,0,1,0,0,0,0,1,3,1,1,10,5,1,0,0,0,0,0,0,1,1,8,40,1,0,0,0,0,2,21,1,1,1,99,2,4,4,1,1,-0.362,12,?
7563,7,0,1,0,0,0,0,35,0,?,0,0,0,0,2,37,0,1,0,0,0,0,1,3,2,1,?,0,2,0,0,0,0,0,0,2,1,11,50,2,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.399093,14,?
7565,5,0,1,1,0,0,0,33,0,1,0,0,0,0,4,37,0,1,1,0,0,0,1,3,2,1,13,0,3,0,0,0,0,0,0,2,1,9,?,3,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.448063,14,?
7567,2,0,1,0,0,0,0,32,0,1,0,0,0,0,4,35,0,0,0,0,1,0,1,4,2,1,1,0,3,0,0,0,0,0,0,2,1,2,60,3,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.296,13,?
7568,5,0,1,0,0,0,0,23,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,4,21,2,3,0,3,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,2,4,7,1,2,-0.309095,14,?
7569,3,0,1,0,0,0,0,32,0,1,0,0,0,0,2,35,0,1,0,0,0,0,1,3,2,1,8,20,3,0,0,0,0,0,0,2,1,12,55,3,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.422,14,?
7571,2,0,1,0,0,0,0,35,0,1,0,0,0,0,2,39,0,1,0,0,0,0,1,3,4,2,8,20,3,0,0,0,0,0,0,6,2,9,70,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.324,12,?
7572,8,0,1,1,0,0,0,37,0,1,0,0,0,0,4,42,0,1,1,0,0,0,1,3,0,1,1,0,2,0,0,0,0,0,0,1,1,8,41,2,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,-0.412,13,?
7573,2,0,1,0,0,0,0,29,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,5,0,1,?,0,3,0,0,0,0,0,0,0,1,8,56,3,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.324584,14,?
7574,10,0,1,0,0,0,0,26,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,0,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,?,1,1,99,99,2,1,2,-0.201354,5,?
7575,10,1,0,0,0,0,0,35,1,0,0,0,0,0,4,38,1,0,0,0,0,0,2,3,2,2,0,0,3,1,0,0,0,1,0,2,2,4,0,3,1,0,0,0,1,21,1,1,1,1,2,4,10,1,1,-0.148,7,?
7576,3,0,0,0,0,1,0,38,0,0,0,0,1,0,4,?,?,?,?,?,?,?,?,4,5,1,9,0,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,1,31,?,1,1,1,2,4,2,1,2,-0.153971,12,?
7578,3,0,1,0,0,0,0,36,0,1,0,0,0,0,4,46,0,1,0,0,0,0,1,5,0,1,9,0,2,0,0,0,0,0,0,1,1,6,40,3,0,0,0,0,2,21,1,1,1,1,2,4,8,1,1,-0.398,14,?
7579,10,0,1,0,0,0,1,27,0,0,0,0,0,1,1,25,0,0,0,0,0,1,1,2,3,2,2,?,3,0,0,0,0,0,0,5,2,8,40,3,0,0,0,0,2,21,1,0,1,1,2,99,3,1,1,-0.223599,12,?
7580,4,0,1,0,0,0,0,35,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,2,1,11,0,3,0,0,0,0,0,0,2,1,11,50,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.614,14,?
7581,8,1,0,0,0,0,0,32,1,0,0,0,0,0,4,35,1,0,0,0,0,0,1,2,2,2,11,0,3,0,0,0,0,0,0,2,2,11,?,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.286998,10,?
7582,6,1,0,0,0,0,0,29,1,0,1,0,0,0,4,35,1,0,0,0,0,0,1,2,1,2,4,0,3,0,0,0,0,0,0,1,2,11,50,3,0,0,0,0,1,21,1,0,1,1,2,4,4,1,1,-0.234,12,?
7583,4,0,1,1,0,0,0,24,0,1,0,0,0,0,4,26,0,0,1,0,0,0,1,3,1,2,7,0,2,0,0,0,0,0,0,0,2,?,40,2,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.327062,12,?
7584,8,0,1,0,0,0,0,31,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,10,2,0,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,2,31,?,1,1,1,2,99,3,1,2,-0.154948,5,?
7585,6,0,1,0,0,0,0,30,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,4,1,12,0,3,0,0,0,0,0,0,4,1,11,50,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.402,13,?
7586,9,0,0,0,0,0,0,23,0,0,0,0,0,0,3,25,0,0,0,0,0,1,1,6,0,2,2,0,1,0,0,0,1,0,1,0,2,0,46,1,0,0,0,1,2,21,1,1,1,99,2,4,9,1,1,-0.418,14,?
7587,10,0,1,0,0,0,0,31,0,1,0,0,0,0,1,32,0,1,0,0,0,0,1,3,?,1,0,30,2,0,0,0,0,0,0,?,1,0,40,1,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,-0.383488,13,?
7588,2,0,1,0,0,0,0,34,0,1,0,0,0,0,4,38,0,1,0,0,0,0,1,4,2,1,11,0,3,0,0,0,0,0,0,2,1,12,43,3,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.682,14,?
