@relation 'Census-weka.filters.unsupervised.attribute.Remove-R1-weka.filters.unsupervised.attribute.ReplaceMissingValues-unset-class-temporarily-weka.filters.unsupervised.attribute.InterquartileRange-R8,16,24,25,28,36,39,55-O3.0-E6.0-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-C60-Llast-weka.filters.unsupervised.attribute.Remove-R59,60-weka.filters.unsupervised.attribute.Discretize-F-B8-M-1.0-R8,16,24,25,28,36,39,55-precision6'

@attribute NZDep2006 {1,2,3,4,5,6,7,8,9,10}
@attribute ch_asian {0,1}
@attribute ch_euro {0,1}
@attribute ch_maori {0,1}
@attribute ch_melaa {0,1}
@attribute ch_other {0,1}
@attribute ch_pacific {0,1}
@attribute m_age {'\'(-inf-23.5]\'','\'(23.5-26.5]\'','\'(26.5-29.5]\'','\'(29.5-31.5]\'','\'(31.5-33.5]\'','\'(33.5-34.5]\'','\'(34.5-36.5]\'','\'(36.5-inf)\''}
@attribute m_asian {0,1}
@attribute m_euro {0,1}
@attribute m_maori {0,1}
@attribute m_melaa {0,1}
@attribute m_other {0,1}
@attribute m_pacific {0,1}
@attribute m_wklfs_code {1,2,3,4}
@attribute d_age {'\'(-inf-27.5]\'','\'(27.5-30.5]\'','\'(30.5-32.5]\'','\'(32.5-33.360932]\'','\'(33.360932-33.860932]\'','\'(33.860932-35.5]\'','\'(35.5-38.5]\'','\'(38.5-inf)\''}
@attribute d_asian {0,1}
@attribute d_euro {0,1}
@attribute d_maori {0,1}
@attribute d_melaa {0,1}
@attribute d_other {0,1}
@attribute d_pacific {0,1}
@attribute d_wklfs_code {1,2,3,4}
@attribute bedroom_count_code {'\'(-inf-2.5]\'','\'(2.5-3.123569]\'','\'(3.123569-3.623569]\'','\'(3.623569-4.5]\'','\'(4.5-5.5]\'','\'(5.5-inf)\''}
@attribute m_years_at_addr_code {'\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(1.5-2.394099]\'','\'(2.394099-2.894099]\'','\'(2.894099-3.5]\'','\'(3.5-4.5]\'','\'(4.5-6.5]\'','\'(6.5-inf)\''}
@attribute m_tenure_holder_code {1,2}
@attribute m_education {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute m_work_hours {'\'(-inf-0.5]\'','\'(0.5-8.309657]\'','\'(8.309657-9.5]\'','\'(9.5-15.5]\'','\'(15.5-24.5]\'','\'(24.5-37.5]\'','\'(37.5-41]\'','\'(41-inf)\''}
@attribute m_smoke {1,2,3}
@attribute m_income_srce7 {0,1}
@attribute m_income_srce8 {0,1}
@attribute m_income_srce9 {0,1}
@attribute m_income_srce10 {0,1}
@attribute m_income_srce11 {0,1}
@attribute m_income_srce12 {0,1}
@attribute d_years_at_addr_code {'\'(-inf-0.5]\'','\'(0.5-1.5]\'','\'(1.5-2.411852]\'','\'(2.411852-2.911852]\'','\'(2.911852-3.5]\'','\'(3.5-4.5]\'','\'(4.5-6.5]\'','\'(6.5-inf)\''}
@attribute d_tenure_holder_code {1,2}
@attribute d_education {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}
@attribute d_work_hours {'\'(-inf-1]\'','\'(1-37.5]\'','\'(37.5-39.5]\'','\'(39.5-40.5]\'','\'(40.5-45.5]\'','\'(45.5-50.5]\'','\'(50.5-59.5]\'','\'(59.5-inf)\''}
@attribute d_smoke {1,2,3}
@attribute d_income_srce7 {0,1}
@attribute d_income_srce8 {0,1}
@attribute d_income_srce9 {0,1}
@attribute d_income_srce10 {0,1}
@attribute d_income_srce11 {0,1}
@attribute d_income_srce12 {0,1}
@attribute ch_sex {1,2}
@attribute child_depend_family_type_code {21,23,24,26,31,33,34,36}
@attribute d_family_role_code {1,3,11}
@attribute heat_fuel {0,1}
@attribute m_family_role_code {1,3,11}
@attribute telecomm1_code {1,99}
@attribute telecomm2_code {2,99}
@attribute telecomm4_code {4,99}
@attribute usual_resdnt_count_code {'\'(-inf-2.5]\'','\'(2.5-3.5]\'','\'(3.5-4.5]\'','\'(4.5-5.5]\'','\'(5.5-6.5]\'','\'(6.5-7.5]\'','\'(7.5-8.5]\'','\'(8.5-inf)\''}
@attribute twin {1,2}
@attribute singparstat {1,2,3}
@attribute total_income_hhld_code {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14}

@data
9,1,0,0,0,0,0,'\'(23.5-26.5]\'',1,0,0,0,0,0,4,'\'(-inf-27.5]\'',1,0,0,0,0,0,4,'\'(2.5-3.123569]\'','\'(-inf-0.5]\'',1,4,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(-inf-0.5]\'',2,4,'\'(1-37.5]\'',3,0,0,0,0,0,0,1,21,1,1,1,1,99,99,'\'(4.5-5.5]\'',1,1,4
2,0,1,0,0,0,0,'\'(31.5-33.5]\'',0,1,0,0,0,0,4,'\'(33.360932-33.860932]\'',0,1,0,0,0,0,1,'\'(-inf-2.5]\'','\'(-inf-0.5]\'',2,11,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(2.411852-2.911852]\'',1,11,'\'(-inf-1]\'',3,0,0,0,0,0,0,2,31,1,1,1,1,2,4,'\'(3.5-4.5]\'',1,2,9
4,1,1,1,0,0,1,'\'(23.5-26.5]\'',0,1,1,0,0,0,4,'\'(-inf-27.5]\'',1,0,0,0,0,1,1,'\'(2.5-3.123569]\'','\'(4.5-6.5]\'',1,11,'\'(37.5-41]\'',3,0,0,0,0,0,0,'\'(4.5-6.5]\'',1,2,'\'(39.5-40.5]\'',3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(3.5-4.5]\'',1,1,13
4,0,1,0,0,0,0,'\'(31.5-33.5]\'',0,1,0,0,0,0,4,'\'(32.5-33.360932]\'',0,1,0,0,0,0,1,'\'(3.623569-4.5]\'','\'(-inf-0.5]\'',1,8,'\'(0.5-8.309657]\'',3,0,0,0,0,0,0,'\'(3.5-4.5]\'',1,0,'\'(40.5-45.5]\'',3,0,0,0,0,0,0,2,21,1,0,1,1,2,4,'\'(4.5-5.5]\'',1,1,10
9,0,1,1,0,0,0,'\'(34.5-36.5]\'',0,1,1,0,0,0,4,'\'(33.360932-33.860932]\'',0,1,0,0,0,0,1,'\'(3.623569-4.5]\'','\'(3.5-4.5]\'',1,11,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(2.411852-2.911852]\'',1,11,'\'(-inf-1]\'',3,0,0,0,0,0,0,1,31,1,1,1,1,2,4,'\'(4.5-5.5]\'',1,2,12
6,0,1,0,0,0,0,'\'(23.5-26.5]\'',0,1,0,0,0,0,4,'\'(33.360932-33.860932]\'',0,1,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(-inf-0.5]\'',2,8,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(2.411852-2.911852]\'',1,11,'\'(-inf-1]\'',3,0,0,0,0,0,0,1,31,1,1,1,99,2,4,'\'(2.5-3.5]\'',1,2,12
1,0,1,1,0,0,0,'\'(36.5-inf)\'',0,1,0,0,0,0,1,'\'(38.5-inf)\'',0,0,1,0,0,0,4,'\'(2.5-3.123569]\'','\'(3.5-4.5]\'',1,11,'\'(41-inf)\'',3,0,0,0,0,0,0,'\'(6.5-inf)\'',1,11,'\'(-inf-1]\'',3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(6.5-7.5]\'',1,1,14
8,0,0,0,0,1,0,'\'(29.5-31.5]\'',0,1,0,0,0,0,4,'\'(-inf-27.5]\'',0,0,0,0,0,0,1,'\'(-inf-2.5]\'','\'(2.394099-2.894099]\'',1,11,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(2.411852-2.911852]\'',2,1,'\'(-inf-1]\'',3,0,1,0,0,0,0,2,31,1,1,1,1,2,99,'\'(3.5-4.5]\'',1,3,7
7,0,1,0,0,0,0,'\'(29.5-31.5]\'',0,1,0,0,0,0,4,'\'(32.5-33.360932]\'',0,1,0,0,0,0,1,'\'(3.623569-4.5]\'','\'(0.5-1.5]\'',1,11,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(-inf-0.5]\'',1,8,'\'(40.5-45.5]\'',3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(4.5-5.5]\'',1,1,12
2,0,1,0,0,0,0,'\'(36.5-inf)\'',0,1,0,0,0,0,2,'\'(38.5-inf)\'',0,1,0,0,0,0,1,'\'(3.623569-4.5]\'','\'(0.5-1.5]\'',2,6,'\'(8.309657-9.5]\'',2,0,0,0,0,0,0,'\'(-inf-0.5]\'',2,1,'\'(59.5-inf)\'',1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(4.5-5.5]\'',1,1,12
3,0,1,0,0,0,0,'\'(36.5-inf)\'',0,1,0,0,0,0,4,'\'(32.5-33.360932]\'',0,1,0,0,0,0,1,'\'(3.623569-4.5]\'','\'(6.5-inf)\'',1,11,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(6.5-inf)\'',1,11,'\'(1-37.5]\'',3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(4.5-5.5]\'',1,1,13
2,0,0,0,0,1,0,'\'(31.5-33.5]\'',0,0,0,0,1,0,4,'\'(35.5-38.5]\'',0,0,0,0,1,0,1,'\'(2.5-3.123569]\'','\'(4.5-6.5]\'',1,3,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(0.5-1.5]\'',1,9,'\'(40.5-45.5]\'',3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(2.5-3.5]\'',1,1,12
5,0,1,0,0,0,0,'\'(33.5-34.5]\'',0,1,0,0,0,0,4,'\'(35.5-38.5]\'',0,1,0,0,0,0,1,'\'(4.5-5.5]\'','\'(-inf-0.5]\'',1,11,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(2.911852-3.5]\'',1,13,'\'(1-37.5]\'',3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(4.5-5.5]\'',1,1,11
7,1,1,0,0,0,0,'\'(26.5-29.5]\'',1,0,0,0,0,0,4,'\'(30.5-32.5]\'',0,1,0,0,0,0,1,'\'(-inf-2.5]\'','\'(-inf-0.5]\'',2,4,'\'(-inf-0.5]\'',2,0,0,0,0,0,0,'\'(1.5-2.411852]\'',2,11,'\'(40.5-45.5]\'',3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(2.5-3.5]\'',1,1,13
3,0,0,0,0,1,0,'\'(33.5-34.5]\'',0,1,0,0,0,0,2,'\'(38.5-inf)\'',0,0,0,0,1,0,1,'\'(2.5-3.123569]\'','\'(2.894099-3.5]\'',1,1,'\'(37.5-41]\'',3,0,0,0,0,0,0,'\'(1.5-2.411852]\'',1,2,'\'(39.5-40.5]\'',3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(3.5-4.5]\'',1,1,11
2,0,1,0,0,0,0,'\'(36.5-inf)\'',0,1,0,0,0,0,4,'\'(38.5-inf)\'',0,1,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(4.5-6.5]\'',1,10,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(4.5-6.5]\'',1,11,'\'(45.5-50.5]\'',3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(3.5-4.5]\'',1,1,14
2,0,1,0,0,0,0,'\'(34.5-36.5]\'',0,1,0,0,0,0,4,'\'(35.5-38.5]\'',0,1,0,0,0,0,1,'\'(3.623569-4.5]\'','\'(2.894099-3.5]\'',1,11,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(2.911852-3.5]\'',1,2,'\'(40.5-45.5]\'',3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(2.5-3.5]\'',1,1,14
5,0,1,1,0,0,0,'\'(31.5-33.5]\'',0,1,1,0,0,0,2,'\'(32.5-33.360932]\'',0,1,0,0,0,0,1,'\'(3.623569-4.5]\'','\'(0.5-1.5]\'',2,3,'\'(24.5-37.5]\'',2,0,0,0,0,0,0,'\'(-inf-0.5]\'',2,4,'\'(39.5-40.5]\'',3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(4.5-5.5]\'',1,1,14
10,0,1,1,0,0,0,'\'(26.5-29.5]\'',0,1,0,0,0,0,4,'\'(-inf-27.5]\'',0,1,1,0,0,0,1,'\'(2.5-3.123569]\'','\'(-inf-0.5]\'',2,10,'\'(-inf-0.5]\'',1,0,0,0,0,0,0,'\'(-inf-0.5]\'',1,8,'\'(40.5-45.5]\'',1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(2.5-3.5]\'',1,1,14
2,0,0,0,0,1,0,'\'(34.5-36.5]\'',0,0,0,0,1,0,4,'\'(27.5-30.5]\'',0,0,0,0,1,0,1,'\'(3.623569-4.5]\'','\'(-inf-0.5]\'',1,11,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(-inf-0.5]\'',1,8,'\'(50.5-59.5]\'',1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(3.5-4.5]\'',1,1,14
9,0,0,0,0,0,1,'\'(-inf-23.5]\'',0,0,0,0,0,1,3,'\'(33.360932-33.860932]\'',0,1,0,0,0,0,1,'\'(5.5-inf)\'','\'(4.5-6.5]\'',2,3,'\'(-inf-0.5]\'',3,0,1,1,0,0,0,'\'(2.411852-2.911852]\'',1,11,'\'(-inf-1]\'',3,0,0,0,0,0,0,2,31,1,1,1,1,2,99,'\'(7.5-8.5]\'',1,2,14
6,0,1,1,0,0,0,'\'(-inf-23.5]\'',0,1,0,0,0,0,3,'\'(33.360932-33.860932]\'',0,1,0,0,0,0,1,'\'(4.5-5.5]\'','\'(0.5-1.5]\'',2,0,'\'(-inf-0.5]\'',1,0,1,1,0,0,0,'\'(2.411852-2.911852]\'',1,11,'\'(-inf-1]\'',3,0,0,0,0,0,0,2,31,1,1,1,1,2,99,'\'(4.5-5.5]\'',1,2,13
5,0,1,0,0,0,0,'\'(31.5-33.5]\'',0,1,0,0,0,0,4,'\'(35.5-38.5]\'',0,1,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(3.5-4.5]\'',1,11,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(3.5-4.5]\'',1,11,'\'(1-37.5]\'',3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(3.5-4.5]\'',1,1,14
5,0,1,0,0,0,0,'\'(36.5-inf)\'',0,1,0,0,0,0,4,'\'(33.860932-35.5]\'',0,1,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(4.5-6.5]\'',1,2,'\'(-inf-0.5]\'',2,0,0,0,0,0,0,'\'(6.5-inf)\'',2,2,'\'(39.5-40.5]\'',2,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(2.5-3.5]\'',1,1,10
2,0,1,0,0,0,0,'\'(36.5-inf)\'',0,1,0,0,0,0,1,'\'(38.5-inf)\'',0,1,0,0,0,0,1,'\'(4.5-5.5]\'','\'(2.394099-2.894099]\'',1,11,'\'(24.5-37.5]\'',3,0,0,0,0,0,0,'\'(0.5-1.5]\'',1,10,'\'(45.5-50.5]\'',3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(5.5-6.5]\'',1,1,14
3,0,0,1,0,0,0,'\'(23.5-26.5]\'',0,1,0,0,0,0,4,'\'(-inf-27.5]\'',0,0,1,0,0,0,1,'\'(2.5-3.123569]\'','\'(-inf-0.5]\'',2,0,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(-inf-0.5]\'',2,1,'\'(40.5-45.5]\'',1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(4.5-5.5]\'',1,1,13
5,0,0,0,0,0,1,'\'(31.5-33.5]\'',1,0,0,0,0,1,4,'\'(38.5-inf)\'',0,0,0,0,0,1,1,'\'(-inf-2.5]\'','\'(2.894099-3.5]\'',1,3,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(2.911852-3.5]\'',1,1,'\'(39.5-40.5]\'',3,0,0,0,0,0,0,1,21,1,1,1,99,2,99,'\'(3.5-4.5]\'',1,1,12
10,0,1,1,0,0,0,'\'(23.5-26.5]\'',0,1,0,0,0,0,4,'\'(32.5-33.360932]\'',0,1,1,0,0,0,1,'\'(2.5-3.123569]\'','\'(1.5-2.394099]\'',1,2,'\'(0.5-8.309657]\'',2,0,0,0,0,0,0,'\'(0.5-1.5]\'',1,0,'\'(45.5-50.5]\'',3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(2.5-3.5]\'',1,1,12
8,0,1,1,0,0,1,'\'(-inf-23.5]\'',0,1,1,0,0,0,1,'\'(-inf-27.5]\'',0,1,0,0,0,1,1,'\'(-inf-2.5]\'','\'(-inf-0.5]\'',2,2,'\'(37.5-41]\'',3,0,0,0,0,0,0,'\'(-inf-0.5]\'',2,1,'\'(40.5-45.5]\'',3,0,0,0,0,0,0,1,21,1,1,1,1,2,99,'\'(2.5-3.5]\'',1,1,13
9,0,1,0,0,0,0,'\'(29.5-31.5]\'',0,1,0,0,0,0,4,'\'(30.5-32.5]\'',0,1,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(2.894099-3.5]\'',1,2,'\'(-inf-0.5]\'',1,0,0,0,0,0,0,'\'(2.911852-3.5]\'',1,10,'\'(45.5-50.5]\'',1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(2.5-3.5]\'',1,1,12
6,0,1,0,0,0,0,'\'(36.5-inf)\'',0,1,0,0,0,0,2,'\'(33.360932-33.860932]\'',0,1,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(3.5-4.5]\'',1,11,'\'(8.309657-9.5]\'',3,0,0,0,0,0,0,'\'(2.411852-2.911852]\'',1,11,'\'(-inf-1]\'',3,0,0,0,0,0,0,1,31,1,1,1,1,2,4,'\'(4.5-5.5]\'',1,2,4
5,0,1,0,0,0,0,'\'(34.5-36.5]\'',0,1,0,0,0,0,4,'\'(35.5-38.5]\'',0,1,0,0,0,0,1,'\'(-inf-2.5]\'','\'(0.5-1.5]\'',2,9,'\'(-inf-0.5]\'',2,0,0,0,0,0,0,'\'(4.5-6.5]\'',2,7,'\'(1-37.5]\'',3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(2.5-3.5]\'',1,1,12
8,0,1,0,0,0,0,'\'(34.5-36.5]\'',0,1,0,0,0,0,4,'\'(33.860932-35.5]\'',0,1,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(3.5-4.5]\'',1,11,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(1.5-2.411852]\'',1,3,'\'(39.5-40.5]\'',3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(3.5-4.5]\'',1,1,13
6,0,1,0,0,0,0,'\'(31.5-33.5]\'',0,1,0,0,0,0,4,'\'(32.5-33.360932]\'',0,1,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(3.5-4.5]\'',1,6,'\'(-inf-0.5]\'',2,0,0,0,0,0,0,'\'(2.411852-2.911852]\'',1,10,'\'(45.5-50.5]\'',3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(4.5-5.5]\'',1,1,14
9,0,1,0,0,0,1,'\'(-inf-23.5]\'',0,0,0,0,0,1,4,'\'(33.360932-33.860932]\'',0,1,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(6.5-inf)\'',2,3,'\'(-inf-0.5]\'',2,0,0,1,0,0,1,'\'(2.411852-2.911852]\'',1,11,'\'(-inf-1]\'',3,0,0,0,0,0,0,2,31,1,1,1,1,2,4,'\'(4.5-5.5]\'',1,2,14
5,0,1,1,0,0,0,'\'(-inf-23.5]\'',0,1,1,0,0,0,4,'\'(33.360932-33.860932]\'',0,1,0,0,0,0,1,'\'(4.5-5.5]\'','\'(-inf-0.5]\'',2,8,'\'(-inf-0.5]\'',3,0,1,1,0,0,0,'\'(2.411852-2.911852]\'',1,11,'\'(-inf-1]\'',3,0,0,0,0,0,0,2,31,1,1,1,1,2,4,'\'(5.5-6.5]\'',1,2,13
1,1,0,0,0,0,0,'\'(26.5-29.5]\'',1,0,0,0,0,0,4,'\'(-inf-27.5]\'',1,0,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(4.5-6.5]\'',2,2,'\'(-inf-0.5]\'',2,0,0,0,0,0,0,'\'(4.5-6.5]\'',2,4,'\'(45.5-50.5]\'',1,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(2.5-3.5]\'',1,1,12
3,0,1,0,0,0,0,'\'(23.5-26.5]\'',0,1,0,0,0,0,1,'\'(38.5-inf)\'',0,1,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(0.5-1.5]\'',1,11,'\'(37.5-41]\'',3,0,0,0,0,0,0,'\'(-inf-0.5]\'',1,4,'\'(39.5-40.5]\'',3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(2.5-3.5]\'',1,1,14
7,0,1,0,0,0,0,'\'(31.5-33.5]\'',0,1,0,0,0,0,4,'\'(35.5-38.5]\'',0,1,0,0,0,0,1,'\'(3.623569-4.5]\'','\'(1.5-2.394099]\'',1,8,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(1.5-2.411852]\'',1,8,'\'(45.5-50.5]\'',3,0,0,0,0,0,0,2,21,1,1,1,1,2,99,'\'(5.5-6.5]\'',1,1,13
10,0,0,1,0,0,1,'\'(-inf-23.5]\'',0,0,0,0,0,1,4,'\'(33.360932-33.860932]\'',0,1,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(6.5-inf)\'',2,0,'\'(-inf-0.5]\'',1,0,0,1,0,0,0,'\'(2.411852-2.911852]\'',1,11,'\'(-inf-1]\'',3,0,0,0,0,0,0,1,31,1,1,1,1,99,99,'\'(3.5-4.5]\'',1,2,5
7,0,0,1,0,0,0,'\'(26.5-29.5]\'',0,0,1,0,0,0,1,'\'(35.5-38.5]\'',0,0,1,0,0,0,2,'\'(2.5-3.123569]\'','\'(0.5-1.5]\'',1,11,'\'(8.309657-9.5]\'',2,0,0,0,0,0,0,'\'(0.5-1.5]\'',1,11,'\'(45.5-50.5]\'',3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(2.5-3.5]\'',1,1,14
10,0,1,0,0,0,0,'\'(-inf-23.5]\'',0,1,0,0,0,0,2,'\'(-inf-27.5]\'',0,1,0,0,0,0,1,'\'(-inf-2.5]\'','\'(-inf-0.5]\'',2,11,'\'(15.5-24.5]\'',1,0,0,0,0,0,0,'\'(-inf-0.5]\'',2,7,'\'(40.5-45.5]\'',1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(2.5-3.5]\'',1,1,10
6,0,1,0,0,0,0,'\'(23.5-26.5]\'',0,1,0,0,0,0,4,'\'(27.5-30.5]\'',0,1,0,0,0,0,1,'\'(3.623569-4.5]\'','\'(-inf-0.5]\'',2,8,'\'(-inf-0.5]\'',1,0,0,0,0,0,0,'\'(-inf-0.5]\'',2,0,'\'(59.5-inf)\'',1,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(3.5-4.5]\'',1,1,12
1,0,1,0,0,0,1,'\'(36.5-inf)\'',0,1,0,0,0,0,1,'\'(38.5-inf)\'',0,1,0,0,0,0,1,'\'(3.623569-4.5]\'','\'(1.5-2.394099]\'',1,2,'\'(37.5-41]\'',3,0,0,0,0,0,0,'\'(1.5-2.411852]\'',1,8,'\'(39.5-40.5]\'',3,0,0,0,0,0,0,2,23,1,1,1,1,2,4,'\'(4.5-5.5]\'',1,1,14
3,0,1,0,0,0,0,'\'(33.5-34.5]\'',0,1,0,0,0,0,2,'\'(38.5-inf)\'',0,1,0,0,0,0,1,'\'(3.623569-4.5]\'','\'(-inf-0.5]\'',1,12,'\'(8.309657-9.5]\'',3,0,0,0,0,0,0,'\'(-inf-0.5]\'',1,9,'\'(40.5-45.5]\'',3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(3.5-4.5]\'',1,1,14
1,0,1,0,0,0,0,'\'(31.5-33.5]\'',0,1,0,0,0,0,2,'\'(33.860932-35.5]\'',0,1,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(0.5-1.5]\'',1,13,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(0.5-1.5]\'',1,11,'\'(39.5-40.5]\'',3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(2.5-3.5]\'',1,1,13
4,0,1,0,0,0,0,'\'(34.5-36.5]\'',0,1,0,0,0,0,4,'\'(32.5-33.360932]\'',0,1,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(1.5-2.394099]\'',1,11,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(2.911852-3.5]\'',1,11,'\'(40.5-45.5]\'',3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(3.5-4.5]\'',1,1,13
4,0,0,0,0,1,0,'\'(26.5-29.5]\'',0,0,0,0,1,0,4,'\'(27.5-30.5]\'',0,0,0,0,1,0,1,'\'(2.5-3.123569]\'','\'(-inf-0.5]\'',2,10,'\'(0.5-8.309657]\'',3,0,0,0,0,0,0,'\'(1.5-2.411852]\'',2,10,'\'(45.5-50.5]\'',3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(2.5-3.5]\'',1,1,14
1,1,0,0,0,0,0,'\'(36.5-inf)\'',1,0,0,0,0,0,4,'\'(35.5-38.5]\'',0,0,0,0,1,0,1,'\'(3.623569-4.5]\'','\'(-inf-0.5]\'',1,12,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(-inf-0.5]\'',1,1,'\'(50.5-59.5]\'',3,0,0,0,0,0,0,1,21,1,1,1,1,2,4,'\'(2.5-3.5]\'',1,1,14
7,0,0,1,0,0,1,'\'(34.5-36.5]\'',0,0,1,0,0,1,1,'\'(33.360932-33.860932]\'',0,1,0,0,0,0,1,'\'(-inf-2.5]\'','\'(-inf-0.5]\'',1,11,'\'(15.5-24.5]\'',3,0,0,0,0,0,1,'\'(2.411852-2.911852]\'',1,11,'\'(-inf-1]\'',3,0,0,0,0,0,0,1,31,1,1,1,1,2,4,'\'(8.5-inf)\'',1,2,6
9,0,1,0,0,0,0,'\'(23.5-26.5]\'',0,1,0,0,0,0,4,'\'(33.360932-33.860932]\'',0,1,0,0,0,0,1,'\'(3.623569-4.5]\'','\'(-inf-0.5]\'',1,2,'\'(-inf-0.5]\'',3,0,0,0,0,0,0,'\'(2.411852-2.911852]\'',1,11,'\'(-inf-1]\'',3,0,0,0,0,0,0,1,31,1,1,1,1,2,4,'\'(-inf-2.5]\'',1,2,5
6,0,1,0,0,0,0,'\'(-inf-23.5]\'',0,1,0,0,0,0,4,'\'(-inf-27.5]\'',0,1,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(-inf-0.5]\'',2,4,'\'(-inf-0.5]\'',2,0,0,0,0,0,0,'\'(-inf-0.5]\'',2,8,'\'(39.5-40.5]\'',2,0,0,0,0,0,0,2,21,1,0,1,1,2,4,'\'(3.5-4.5]\'',1,1,13
4,1,1,0,0,0,0,'\'(36.5-inf)\'',1,1,0,0,0,0,2,'\'(38.5-inf)\'',0,1,0,0,0,0,1,'\'(2.5-3.123569]\'','\'(1.5-2.394099]\'',1,13,'\'(0.5-8.309657]\'',3,0,0,0,0,0,0,'\'(1.5-2.411852]\'',1,11,'\'(39.5-40.5]\'',3,0,0,0,0,0,0,2,21,1,1,1,1,2,4,'\'(3.5-4.5]\'',1,1,12
