random_ID,NZDep2006,ch_asian,ch_euro,ch_maori,ch_melaa,ch_other,ch_pacific,m_age,m_asian,m_euro,m_maori,m_melaa,m_other,m_pacific,m_wklfs_code,d_age,d_asian,d_euro,d_maori,d_melaa,d_other,d_pacific,d_wklfs_code,bedroom_count_code,m_years_at_addr_code,m_tenure_holder_code,m_education,m_work_hours,m_smoke,m_income_srce7,m_income_srce8,m_income_srce9,m_income_srce10,m_income_srce11,m_income_srce12,d_years_at_addr_code,d_tenure_holder_code,d_education,d_work_hours,d_smoke,d_income_srce7,d_income_srce8,d_income_srce9,d_income_srce11,d_income_srce12,ch_sex,child_depend_family_type_code,d_family_role_code,heat_fuel,m_family_role_code,telecomm1_code,telecomm2_code,telecomm4_code,usual_resdnt_count_code,twin,singparstat,'prediction margin','predicted total_income_hhld_code',total_income_hhld_code
7264,8,0,1,0,0,0,0,22,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,8,0,2,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,2,4,4,1,2,-0.21215,14,?
7265,5,0,1,0,0,0,0,28,0,1,0,0,0,0,4,36,0,1,?,0,0,0,4,3,0,?,11,0,3,0,0,0,0,0,0,6,2,?,0,?,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.208817,12,?
7266,10,0,0,0,0,0,1,24,0,0,0,0,0,1,2,31,0,0,0,0,0,1,1,3,11,2,1,45,3,0,1,0,0,0,0,2,1,?,40,3,0,1,0,0,0,1,21,1,1,1,1,2,99,8,1,1,-0.237215,14,?
7269,6,0,1,1,0,0,0,33,0,0,1,0,0,0,3,33,0,1,0,0,0,0,1,3,8,1,?,40,1,0,0,0,0,0,0,8,1,1,42,1,0,0,0,0,0,2,21,1,1,1,1,2,99,7,1,1,-0.295229,13,?
7270,1,0,1,0,0,0,0,33,0,1,0,0,0,0,4,38,0,1,0,?,0,?,1,4,1,1,2,0,3,0,0,0,0,0,0,1,1,9,0,?,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.277056,14,?
7271,6,0,1,1,0,0,1,26,0,1,0,0,0,1,4,25,0,1,1,0,0,0,1,3,1,2,9,0,3,0,0,0,0,0,0,1,2,11,45,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.372,12,?
7272,2,0,1,0,0,0,0,32,0,1,0,0,0,1,1,40,0,1,0,0,0,0,1,6,4,1,2,38,2,0,0,0,0,0,0,4,1,7,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,6,2,1,-0.434,14,?
7273,2,0,1,0,0,0,0,28,0,1,0,0,0,0,4,29,0,1,0,?,0,0,2,3,1,2,11,0,2,0,0,0,0,0,0,?,?,?,0,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.208828,12,?
7274,9,1,0,0,0,0,0,31,1,0,0,0,0,0,1,41,1,0,0,0,0,0,1,4,3,2,0,40,3,1,0,0,0,0,0,2,1,10,40,3,1,0,0,0,0,1,21,1,1,1,1,2,4,10,1,1,-0.324,14,?
7275,8,0,1,0,0,0,0,34,0,1,0,0,0,0,2,47,0,1,0,0,0,0,1,5,11,1,0,14,2,0,0,0,0,0,0,18,1,9,80,3,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.294,14,?
7276,3,0,1,0,0,0,0,35,0,1,0,0,0,0,4,37,0,1,0,0,0,0,1,4,8,1,2,0,2,0,0,0,0,0,0,4,1,4,48,1,0,0,0,0,0,2,21,1,1,1,99,2,4,6,1,1,-0.29,13,?
7277,4,0,1,1,0,0,0,24,0,1,0,0,0,0,4,27,0,1,1,0,0,0,1,3,0,2,3,0,3,0,0,0,0,0,1,0,2,6,50,3,0,0,0,0,1,2,21,1,1,1,99,2,4,5,1,1,-0.306,14,?
7278,7,0,1,0,0,0,0,30,0,1,0,0,0,0,4,28,0,1,0,0,0,0,1,3,3,2,11,0,3,0,0,0,0,0,0,0,2,3,45,3,0,0,0,0,0,1,21,1,1,1,99,2,4,3,1,1,-0.456,12,?
7281,1,1,0,0,0,0,0,32,1,0,0,0,0,0,4,36,1,0,0,0,0,0,1,5,2,1,10,0,3,0,0,0,0,0,0,1,1,11,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.426,14,?
7282,8,0,1,0,0,0,0,22,0,1,0,0,0,0,4,23,0,1,0,?,?,0,?,3,0,2,2,0,1,0,0,0,0,0,0,0,2,0,40,1,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,-0.458339,11,?
7283,6,0,1,1,0,0,0,30,0,1,0,0,0,0,4,39,0,0,1,0,0,0,1,6,5,2,10,0,3,0,0,0,0,0,0,?,2,3,40,2,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,-0.280964,13,?
7284,5,0,1,0,0,0,0,29,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,5,8,1,2,0,3,0,0,0,0,0,0,7,1,2,50,3,0,0,0,0,0,1,21,1,1,1,99,2,99,6,1,1,-0.452,12,?
7285,2,1,0,0,0,0,0,36,1,0,0,0,0,0,4,44,1,0,0,0,0,0,1,3,1,1,10,0,3,0,0,0,0,0,0,1,1,11,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.328,14,?
7288,2,0,0,0,0,1,0,31,0,0,0,0,1,0,1,33,0,0,0,0,1,0,1,5,2,1,8,25,2,0,0,0,0,0,0,0,1,9,?,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.355447,14,?
7290,3,0,1,0,0,0,0,26,0,1,0,0,0,0,2,26,0,1,0,0,0,0,1,3,2,1,11,?,3,0,0,0,0,0,0,2,1,9,45,3,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,-0.329135,13,?
7292,3,0,1,0,0,0,0,32,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,2,1,2,7,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,2,4,3,1,2,-0.151739,7,?
7293,1,0,1,0,0,0,0,33,0,1,0,0,0,0,4,35,0,1,0,0,0,0,1,3,1,1,12,0,3,0,0,0,0,0,0,2,1,8,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.514,13,?
7294,10,0,0,0,0,0,1,30,0,0,0,0,0,1,1,33,0,0,0,0,0,1,3,4,7,1,3,40,3,0,0,0,0,0,1,3,1,8,0,?,0,0,0,0,1,2,21,1,1,1,1,2,4,10,1,1,-0.268091,14,?
7296,6,0,1,1,0,0,1,33,0,1,1,0,0,0,4,28,0,1,0,0,0,1,1,4,4,1,1,0,2,0,0,0,0,0,0,6,1,0,56,3,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,-0.362,12,?
7297,3,0,1,0,0,0,0,31,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,0,2,4,0,2,0,0,0,0,0,0,0,2,13,38,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.456,14,?
7298,7,0,1,0,0,0,0,22,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,5,10,2,1,0,3,0,1,0,0,0,1,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,2,4,6,1,2,-0.315529,14,?
7301,7,1,0,0,0,0,0,32,1,0,0,0,0,0,4,34,1,0,0,0,0,0,1,2,5,2,11,0,3,0,0,0,0,0,0,2,2,13,38,3,0,0,0,0,0,1,21,1,1,1,99,2,4,3,1,1,-0.25,10,?
7303,10,0,0,0,0,0,0,24,?,1,0,0,?,?,?,28,0,1,0,0,0,0,1,3,?,?,?,0,?,0,0,0,0,0,0,2,2,9,59,3,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,-0.28636,12,?
7304,9,0,1,0,0,0,0,28,0,1,0,0,0,0,2,23,?,1,?,0,?,1,1,3,1,1,8,10,3,0,0,0,0,0,0,0,1,?,45,3,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,-0.309682,13,?
7305,10,0,0,0,0,0,1,28,0,0,0,0,0,1,2,34,0,0,0,0,0,1,1,3,0,2,?,?,?,0,0,0,0,0,0,0,2,0,40,1,0,0,0,0,0,2,21,1,?,1,1,99,99,5,1,1,-0.205417,11,?
7306,2,0,1,0,0,0,0,27,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,2,2,2,2,0,?,0,0,0,0,0,0,0,2,7,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,2,1,-0.286296,11,?
7307,10,0,1,0,0,0,0,34,0,1,0,0,0,0,2,31,0,1,0,0,0,0,1,3,0,1,2,10,3,0,0,0,0,0,0,0,1,2,40,2,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.302,12,?
7309,10,0,1,1,0,0,0,22,0,1,1,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,0,0,2,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,99,99,4,1,2,-0.155162,7,?
7310,9,1,0,0,0,0,0,35,1,0,0,0,0,0,1,36,1,0,0,0,0,0,1,2,3,2,7,40,3,0,0,0,0,0,0,1,2,11,30,3,0,0,0,0,0,1,21,1,0,1,1,2,4,5,1,1,-0.318,12,?
7311,5,1,0,0,0,1,0,36,0,0,0,0,1,0,4,36,1,0,0,0,1,0,1,3,3,1,11,40,3,0,0,0,0,0,0,3,1,10,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.442,13,?
7312,3,0,1,0,0,0,0,34,0,1,0,0,0,0,4,39,0,1,0,0,0,0,1,4,2,1,2,0,2,0,0,0,0,0,0,1,1,1,40,2,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,-0.312,13,?
7313,2,0,1,0,0,0,0,33,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,4,2,1,8,10,2,0,0,0,0,0,0,5,1,7,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.354,13,?
7314,10,0,0,0,0,0,1,32,0,0,0,0,0,1,4,31,0,0,0,0,0,1,1,3,0,2,0,0,3,0,0,0,0,0,0,0,2,3,50,2,0,0,0,0,0,1,21,1,1,1,1,2,4,6,1,1,-0.21,10,?
7315,10,0,0,1,0,0,0,28,0,0,1,0,?,0,?,?,?,?,?,?,?,?,?,3,?,2,6,0,?,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,99,4,5,1,2,-0.173907,7,?
7317,8,0,1,0,0,0,0,19,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,?,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,2,99,2,1,2,-0.191556,7,?
7318,6,0,1,0,0,0,0,36,0,1,0,0,0,0,4,38,0,0,0,0,1,0,1,4,3,1,0,0,2,0,0,0,0,0,0,0,1,11,45,3,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.282,12,?
7320,3,0,1,0,0,0,0,37,0,1,0,0,0,0,4,32,0,1,0,0,0,0,1,3,3,1,11,0,1,0,0,0,0,0,0,3,1,8,50,1,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.306,14,?
7322,6,0,1,0,0,1,0,33,0,1,0,0,0,0,4,33,0,0,0,0,1,0,1,4,0,1,12,0,3,0,0,0,0,0,0,3,1,11,45,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.458,13,?
7323,10,0,0,0,0,0,1,?,?,?,?,?,?,?,?,29,0,1,0,0,0,1,3,?,?,?,?,0,?,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,31,1,1,?,1,99,99,5,1,3,-0.171681,7,?
7325,8,0,0,1,0,0,0,27,0,0,1,0,0,0,4,25,1,0,0,0,0,0,1,2,5,2,7,0,3,1,0,0,0,0,1,5,2,0,44,3,1,0,0,0,1,1,21,1,1,1,1,2,99,6,1,1,-0.262,13,?
7328,8,0,1,0,0,0,0,25,0,1,0,0,0,0,4,23,0,1,0,0,0,0,1,3,3,2,0,0,2,0,0,0,0,0,0,0,2,0,?,1,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,-0.318563,11,?
7329,3,0,1,0,0,0,0,36,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,2,3,2,1,6,3,0,0,0,0,0,0,0,2,9,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,2,1,-0.286,14,?
7330,4,0,1,0,0,0,0,37,0,1,?,?,0,0,2,37,0,1,0,0,0,0,1,3,1,1,11,0,3,0,0,0,0,0,0,1,1,12,76,?,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.470802,14,?
7331,2,0,0,0,0,1,0,35,0,1,0,0,0,0,4,35,0,0,0,0,1,0,1,4,3,1,11,20,3,0,0,0,0,0,0,1,1,1,45,2,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.31,13,?
7332,10,0,1,0,0,0,0,24,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,2,2,0,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,99,99,2,1,2,-0.230059,5,?
7334,2,0,0,0,0,1,0,25,0,0,0,0,1,0,4,32,0,0,0,0,1,0,1,3,0,2,11,0,3,0,0,0,0,0,0,0,2,8,48,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.29,14,?
7335,7,1,0,0,0,0,0,25,1,0,0,0,0,0,1,30,1,0,0,0,0,0,1,3,3,1,8,40,3,0,0,0,0,0,0,3,1,11,40,3,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,-0.27,14,?
7337,8,0,0,0,0,1,0,29,0,0,0,0,1,0,4,27,0,1,0,0,0,0,1,3,2,1,8,0,2,0,0,0,0,0,0,2,1,7,50,3,0,0,0,0,0,2,21,1,1,1,1,2,99,3,1,1,-0.338,13,?
7338,6,0,1,0,0,0,0,28,0,1,0,0,0,0,1,39,0,1,0,0,0,0,1,2,0,2,11,?,3,0,0,0,0,0,0,0,2,11,45,2,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.24542,12,?
7339,4,0,1,0,0,0,0,30,0,1,0,0,0,0,4,36,0,1,0,0,0,0,1,3,5,1,2,0,3,0,0,0,0,0,0,2,1,8,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,5,2,1,-0.46,12,?
7340,5,0,1,0,0,0,0,37,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,3,0,2,11,0,2,0,0,0,0,0,0,2,2,11,40,2,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.328,13,?
7341,1,0,0,0,0,1,0,32,0,0,0,0,1,0,4,37,0,1,0,0,0,0,1,4,1,1,11,0,3,0,0,0,0,0,0,1,1,11,?,3,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.421865,14,?
7342,1,1,0,0,0,0,0,32,1,0,0,0,0,0,4,31,1,0,0,0,0,0,1,4,3,1,13,0,3,0,0,0,0,0,0,3,1,13,?,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.421371,14,?
7343,4,1,0,0,0,0,0,25,1,0,0,0,0,0,2,35,1,0,0,0,0,0,1,2,?,?,?,40,3,0,0,0,0,0,0,2,2,10,45,?,0,0,0,0,0,1,21,1,?,1,99,99,99,4,1,1,-0.30286,12,?
7344,3,0,1,0,0,0,0,33,0,1,0,0,0,0,4,33,0,1,0,0,0,0,1,3,2,2,3,0,2,0,0,0,0,0,0,2,2,1,45,1,0,0,0,0,0,2,21,1,1,1,1,2,4,5,1,1,-0.356,12,?
7345,1,0,0,0,0,1,0,31,0,1,0,0,0,0,1,37,0,0,0,0,1,0,1,3,2,1,11,32,3,0,0,0,0,0,0,0,1,11,45,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.576,14,?
7347,5,0,1,0,0,0,0,19,0,1,0,0,0,0,4,21,0,1,0,0,0,0,1,3,0,2,0,10,1,0,0,0,0,0,0,0,2,1,50,1,0,0,0,0,0,1,23,1,1,1,1,2,99,4,1,1,-0.284,11,?
7348,7,0,1,0,0,0,0,36,0,1,0,0,0,0,4,42,0,1,0,0,0,0,1,3,2,2,2,0,3,0,0,0,0,0,0,0,2,11,65,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.33,14,?
7349,7,0,1,0,0,0,0,25,0,1,0,0,0,0,4,27,0,1,0,0,0,0,1,3,1,2,0,0,2,0,0,0,0,0,0,0,2,?,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.227163,13,?
7351,5,0,1,0,0,0,0,26,0,1,0,0,0,0,4,21,0,1,0,0,0,0,1,3,0,2,2,0,3,0,0,0,0,0,0,0,2,3,40,2,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.344,12,?
7352,2,0,1,0,0,0,0,29,0,1,0,0,0,0,2,34,0,1,0,0,0,0,1,3,2,1,7,14,2,0,0,0,0,0,0,3,1,2,55,?,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.353341,13,?
7353,10,0,0,1,0,0,0,21,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,0,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,?,1,99,99,99,3,1,2,-0.237055,5,?
7354,2,0,1,0,0,0,0,31,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,4,0,2,4,0,2,0,0,0,0,0,0,0,2,4,60,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.314,12,?
7355,7,0,1,1,0,0,0,30,0,1,1,0,0,0,2,34,0,1,0,0,0,0,1,2,0,1,11,16,3,0,0,0,0,0,0,0,1,9,50,1,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.308,13,?
7357,2,0,1,0,0,0,0,30,0,1,0,0,0,0,2,40,0,1,0,0,0,0,1,4,3,1,11,15,3,0,0,0,0,0,0,3,1,4,60,2,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.372,14,?
7358,6,0,0,1,0,0,0,24,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,4,6,?,0,0,1,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,0,1,99,99,99,4,1,2,-0.152401,11,?
7359,4,0,0,0,0,1,0,36,0,1,0,0,0,0,4,33,0,0,0,0,1,0,1,3,0,2,4,0,2,0,0,0,0,0,0,0,2,7,45,1,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.348,13,?
7360,2,0,1,0,0,0,0,35,0,1,0,0,0,0,4,31,0,1,0,0,0,0,1,3,0,1,1,0,1,0,0,0,0,0,0,0,1,1,41,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.276,13,?
7361,4,0,1,0,1,0,0,32,0,0,0,?,1,?,4,34,0,1,0,0,0,0,1,3,?,1,?,0,?,0,0,0,0,0,0,6,1,10,40,1,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.320174,12,?
7364,2,1,1,0,0,0,0,30,1,0,0,0,0,0,4,28,0,1,0,0,0,0,1,2,0,2,6,0,3,0,0,0,0,0,0,0,2,11,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,3,1,1,-0.328,13,?
7365,6,0,1,0,0,0,0,32,0,1,0,0,0,0,4,33,0,0,?,0,1,0,1,3,3,1,11,0,3,0,0,0,0,0,0,4,1,10,50,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.453927,12,?
7366,10,0,0,1,0,0,0,46,0,0,1,0,0,0,4,30,0,0,1,0,0,0,1,4,?,1,6,0,1,1,0,0,0,0,0,18,1,0,45,3,1,0,0,0,0,2,21,1,1,1,1,99,99,8,1,1,-0.237229,13,?
7368,7,0,1,0,0,0,0,33,0,1,0,0,0,0,1,35,0,1,0,0,0,0,1,3,7,1,11,38,3,0,0,0,0,0,0,6,1,11,32,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.514,14,?
7369,6,0,1,0,0,0,0,30,0,1,0,0,0,0,2,36,0,1,0,0,0,0,1,3,2,1,9,15,3,0,0,0,0,0,0,2,1,0,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,5,1,1,-0.388,12,?
7371,3,0,1,0,0,0,0,32,0,1,0,0,0,0,2,29,0,1,0,0,0,0,1,3,4,1,3,2,3,0,0,0,0,0,0,1,1,11,45,3,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.334,14,?
7372,9,1,0,0,0,0,0,35,1,0,0,0,0,0,4,40,1,0,0,0,0,0,1,4,6,2,4,60,3,1,0,0,0,0,0,2,2,4,40,3,1,0,0,0,0,2,21,1,1,1,99,2,99,13,1,1,-0.202,12,?
7373,6,0,0,0,0,1,0,36,0,0,0,0,1,0,4,33,0,0,0,?,1,?,1,4,7,1,10,0,3,0,0,0,0,0,0,7,?,11,?,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.425553,14,?
7374,4,0,1,0,0,0,0,30,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,2,0,2,1,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,2,4,2,1,2,-0.139572,7,?
7375,7,0,0,1,0,0,0,20,0,0,1,0,0,0,2,18,0,0,1,0,0,0,1,4,1,2,5,0,1,1,0,0,0,0,0,18,2,0,?,1,1,0,0,0,0,1,21,1,1,1,1,2,4,8,1,1,-0.257626,13,?
7376,8,0,1,1,0,0,0,19,0,0,1,0,0,0,4,20,0,1,1,0,0,0,1,4,0,2,0,0,1,0,0,0,0,0,0,0,2,0,60,1,0,0,0,0,0,2,21,1,1,1,99,2,99,3,1,1,-0.254,11,?
7377,6,0,1,0,0,0,0,32,0,1,0,0,0,0,4,28,0,1,0,0,0,0,1,3,2,1,1,0,2,0,0,0,0,0,0,2,1,8,52,2,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.41,13,?
7379,1,0,1,0,0,0,0,33,0,1,0,0,0,0,2,32,0,1,0,0,0,0,1,4,0,2,11,1,3,0,0,0,0,0,0,0,2,11,40,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.434,14,?
7381,10,0,0,1,0,0,0,34,0,0,1,0,0,0,4,37,0,0,1,0,0,0,1,4,3,2,0,0,3,0,0,0,0,0,0,2,2,?,?,1,0,0,0,0,0,1,21,1,1,1,1,99,99,8,1,1,-0.217693,10,?
7384,1,1,1,0,0,0,0,36,1,0,0,0,0,0,4,39,0,1,0,0,0,0,1,2,3,2,11,0,3,0,0,0,0,0,0,4,1,12,50,3,0,0,0,0,0,2,21,1,1,1,99,2,99,4,1,1,-0.298,12,?
7385,9,0,1,1,0,0,0,27,0,1,0,0,0,0,4,39,0,0,1,0,0,0,1,4,1,2,0,0,2,0,0,0,0,0,0,?,2,?,100,1,0,0,0,0,0,2,21,1,1,1,1,2,4,10,1,1,-0.253146,12,?
7386,1,0,1,0,0,0,0,36,0,1,0,0,0,0,4,40,0,1,0,0,0,0,1,6,0,1,2,0,3,0,0,0,0,0,0,0,1,4,50,2,0,0,0,0,0,2,21,1,1,1,1,2,4,6,1,1,-0.37,14,?
7387,9,0,0,1,0,0,0,23,0,0,1,0,0,0,2,?,?,?,?,?,?,?,?,3,0,2,9,25,1,0,0,1,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,99,2,4,4,1,2,-0.169926,14,?
7388,10,0,1,0,0,0,0,22,0,1,0,0,0,0,4,22,0,1,0,0,0,0,4,3,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,21,1,0,1,1,99,99,4,1,1,-0.19,7,?
7389,4,0,1,0,0,0,0,34,0,1,0,0,0,0,4,34,0,1,0,0,0,0,1,3,1,1,3,0,3,0,0,0,0,0,0,0,1,8,40,3,0,0,0,0,0,2,21,1,1,1,1,2,4,4,1,1,-0.37,12,?
7391,9,0,0,1,0,0,0,25,0,0,1,0,0,0,4,?,?,?,?,?,?,?,?,3,0,2,1,0,1,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,99,2,99,3,1,2,-0.173431,6,?
7393,7,0,1,0,0,0,0,34,0,1,0,0,0,0,4,48,0,1,0,0,0,0,1,3,5,1,9,0,3,0,0,0,0,0,0,4,1,2,40,3,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,-0.356,12,?
7395,5,0,0,0,0,1,0,33,0,1,0,0,0,0,4,36,0,0,0,0,1,0,1,3,4,1,11,0,3,0,0,0,0,0,0,4,1,8,40,3,0,0,0,0,0,2,21,1,1,1,1,2,99,4,1,1,-0.306,12,?
7396,6,1,0,0,0,0,0,32,1,0,0,0,0,0,4,34,1,0,0,0,0,0,1,2,5,2,13,0,3,0,0,0,0,0,0,2,2,13,45,3,0,0,0,0,0,1,21,1,1,1,99,2,4,4,1,1,-0.182,12,?
7397,6,0,1,0,0,0,0,24,0,1,0,0,0,0,2,26,0,1,0,0,0,0,1,3,0,1,11,20,2,0,0,0,0,0,0,0,1,1,42,2,0,0,0,0,0,1,21,1,1,1,1,2,99,3,1,1,-0.37,13,?
7398,2,0,1,1,0,0,0,33,0,1,0,0,0,0,4,46,0,0,1,0,0,0,1,3,5,1,2,0,2,0,0,0,0,0,0,0,1,1,32,2,0,0,0,0,0,1,21,1,1,1,1,2,4,3,1,1,-0.28,14,?
7400,10,0,1,0,0,0,1,23,0,0,0,0,0,1,4,?,?,?,?,?,?,?,?,3,11,2,8,0,1,0,1,0,0,0,1,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,2,99,8,2,2,-0.287508,14,?
7401,8,0,1,0,0,0,0,24,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,3,1,2,8,0,3,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,1,31,?,1,1,1,99,99,2,1,2,-0.209546,7,?
7403,2,0,1,0,0,0,0,34,0,1,0,0,0,0,2,30,0,1,0,0,0,0,1,3,4,1,1,0,3,0,0,0,0,0,0,5,1,8,65,3,0,0,0,0,0,1,21,1,1,1,1,2,4,4,1,1,-0.322,12,?
7405,8,0,1,0,0,0,0,20,0,1,0,0,0,0,4,28,0,1,0,0,0,0,1,2,0,2,8,0,1,0,0,0,0,0,0,1,2,?,40,1,0,0,0,0,0,2,21,1,1,1,1,99,99,3,1,1,-0.211767,12,?
7407,6,0,0,0,0,0,1,23,0,0,0,0,0,1,4,?,?,?,?,?,?,?,?,5,6,2,?,0,3,0,1,1,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,0,1,1,2,99,9,1,2,-0.396985,14,?
7408,8,0,0,1,0,0,0,32,0,1,1,0,0,0,4,26,0,1,1,0,0,0,4,3,0,2,6,0,1,1,0,1,0,0,0,5,2,0,0,1,1,0,1,0,0,2,21,1,1,1,1,2,4,7,1,1,-0.218,12,?
7409,7,0,1,0,0,0,0,27,0,1,0,0,0,0,4,30,0,1,0,0,0,0,1,3,1,1,10,0,3,0,0,0,0,0,0,1,1,8,45,3,0,0,0,0,0,1,21,1,1,1,1,2,99,4,1,1,-0.474,13,?
7412,4,0,1,1,0,0,0,31,0,1,0,0,0,0,4,?,?,?,?,?,?,?,?,5,1,2,9,0,2,0,0,0,0,0,0,?,?,?,0,?,0,0,0,0,0,2,31,?,1,1,1,2,99,4,1,2,-0.151186,7,?
7413,10,0,1,1,0,0,0,21,0,1,1,0,0,0,4,25,0,?,1,0,?,0,?,4,3,2,1,0,3,1,1,0,0,0,0,15,2,?,0,3,1,1,0,0,0,1,21,1,1,1,1,2,4,7,1,1,-0.182572,12,?
